Serial,Comph_we,Comph_wk,Comp_we,Comp_wk,Smart_we,Smart_wk,Watch_we,Watch_wk
1063028,0,0,0.5,0,4,3,5,3
1063029,4,2,7,5,1,1,3,2
1063030,1,2,2,2,3,3,3,4
1063031,3,2,4,3,6,6,4,3
1063032,2,1,3,0,7,7,4,6
1063033,6,5,7,4,5,2,6,4
1063034,0,0,0.5,0.5,3,2,4,4
1063035,2,3,3,2,0,0.5,2,1
1063036,0,0,3,2,0.5,0,6,4
1063037,4,2,6,4,7,7,6,5
1063038,2,1,6,2,0.5,0.5,7,4
1063039,2,2,5,2,0.5,0.5,4,2
1063040,6,5,3,3,3,2,3,5
1063042,0.5,0,1,0.5,4,2,4,2
1063043,1,0.5,4,2,3,2,4,2
1063044,3,2,7,7,2,2,1,2
1063045,0.5,0.5,2,2,5,4,5,3
1063046,5,3,7,3,0,0,3,2
1063047,1,1,5,3,0,0,4,3
1063048,0.5,0.5,0.5,0,0.5,0.5,5,3
1063049,2,1,3,2,2,1,2,2
1063050,3,2,2,1,0.5,0.5,3,2
1063051,0,0,6,3,0,0,7,7
1063052,3,2,5,4,3,2,3,1
1063053,1,1,0,0,2,1,7,2
1063054,1,2,5,3,4,2,4,2
1063055,7,7,7,5,0.5,0.5,1,2
1063056,0,0,5,3,7,7,2,1
1063057,0.5,2,0,1,0.5,2,0,0.5
1063058,0,0,2,0.5,2,1,2,2
1063059,5,5,3,4,5,7,7,7
1063060,1,0.5,2,1,7,5,6,3
1063061,3,2,4,3,2,4,5,2
1063062,4,3,6,5,5,5,3,1
1063063,1,0.5,1,2,2,1,3,3
1063064,0,0,3,0.5,0.5,0,3,2
1063065,0,0,7,3,3,2,1,1
1063066,3,3,3,3,7,7,7,6
1063067,3,1,7,4,1,0.5,1,0.5
1063068,4,3,6,6,7,7,6,4
1063069,4,4,4,2,4,4,2,1
1063070,0.5,0.5,2,1,3,1,3,2
1063071,0,0.5,1,0.5,0.5,0.5,2,2
1063072,0,0.5,0.5,0.5,1,1,2,2
1063073,2,2,6,5,3,3,7,7
1063074,1,1,7,4,2,1,2,2
1063075,2,1,6,4,3,3,4,2
1063076,1,1,4,2,0.5,1,2,1
1063077,0.5,0.5,0.5,0.5,2,2,4,4
1063078,0.5,0.5,2,1,4,3,3,2
1063079,0.5,1,2,2,0,0,5,4
1063080,0,0,0,0,3,2,2,2
1063081,0.5,1,3,4,7,6,2,1
1063082,1,1,4,2,1,0.5,3,1
1063084,7,7,3,2,7,7,6,5
1063085,1,1,4,2,2,1,3,1
1063086,5,4,7,5,4,4,7,6
1063087,1,1,2,1,7,6,2,1
1063088,2,2,2,1,0,0,3,2
1063091,5,3,2,0,3,2,3,1
1063092,2,5,0,1,6,6,0,2
1063093,3,2,4,0,0.5,0.5,3,3
1063094,0,0,2,0,5,5,2,0.5
1063095,6,5,7,5,0,0,6,4
1063096,0.5,2,0,0,7,7,6,4
1063097,0.5,3,3,2,6,6,5,4
1063098,3,2,3,1,5,2,5,2
1063099,1,1,0,0,1,0.5,1,0.5
1063100,0.5,0.5,1,1,2,2,2,1
1063101,0.5,0.5,7,5,0.5,0.5,3,1
1063102,0.5,0,7,5,3,2,3,3
1063103,4,4,7,6,0.5,0.5,0.5,0.5
1063104,0,2,4,0,2,1,3,2
1063105,0.5,0.5,2,2,0,0,5,3
1063107,7,6,7,6,7,6,7,6
1063108,0,0,3,3,7,7,1,1
1063109,1,1,3,2,2,2,3,2
1063110,1,0.5,6,4,0,0,2,2
1063111,2,1,3,2,0.5,0.5,5,3
1063112,1,0.5,4,2,0.5,0.5,6,3
1063113,7,7,7,5,7,7,7,7
1063114,6,5,6,4,0,0,2,0.5
1063115,3,2,5,3,1,0.5,3,2
1063116,2,1,3,1,7,4,7,4
1063117,1,2,0,2,3,5,1,3
1063118,4,3,3,2,0,0,1,1
1063120,0,2,4,1,6,5,5,3
1063121,0,0.5,3,2,3,1,5,3
1063122,7,6,6,7,6,4,1,3
1063123,4,3,7,7,7,4,7,6
1063124,7,7,7,7,7,7,5,7
1063125,0,0,0,1,0,5,3,0
1063126,0,0,4,2,4,4,3,2
1063127,4,0,4,4,4,2,4,4
1063128,0,0,7,7,0,0,7,2
1063129,2,2,2,2,7,7,7,7
1063130,2,2,7,5,2,1,7,6
1063132,6,4,6,3,3,2,7,3
1063133,2,1,7,4,0,0,3,2
1063134,6,4,7,6,2,2,1,1
1063135,0.5,0.5,3,2,0.5,0.5,6,5
1063136,3,3,3,2,3,3,4,2
1063137,4,2,6,3,5,3,4,3
1063138,0.5,0,2,0.5,7,7,6,5
1063139,0,0,7,4,0,0,4,2
1063140,1,2,7,4,7,7,3,4
1063141,1,0.5,4,2,3,2,3,1
1063142,0,0,7,4,7,3,7,3
1063143,0,0,7,5,7,7,3,1
1063144,4,4,5,2,4,4,2,1
1063145,0,0.5,7,3,1,0.5,1,1
1063146,0.5,3,0.5,1,1,1,2,2
1063147,4,4,0,0.5,7,6,6,5
1063149,2,0.5,7,4,3,3,4,2
1063150,4,3,4,2,5,4,3,2
1063151,0,0,2,2,5,5,3,2
1063152,5,5,7,3,7,6,6,5
1063153,4,1,2,2,0.5,0,0.5,0
1063154,4,2,6,5,2,1,5,3
1063155,3,2,7,4,5,3,1,1
1063156,2,2,3,3,2,2,3,3
1063157,0,0,4,3,0.5,0.5,4,0.5
1063158,5,5,6,6,4,4,7,7
1063159,4,2,7,2,0,0,2,2
1063160,0.5,0.5,5,3,5,4,4,2
1063162,1,0.5,0,0,3,3,3,2
1063163,1,1,5,6,3,4,4,6
1063164,7,6,7,6,1,1,7,6
1063165,4,3,2,1,7,7,4,3
1063166,2,2,3,2,0,0,3,2
1063167,4,3,7,5,3,1,4,2
1063168,7,7,7,7,0,0,0.5,0.5
1063169,0.5,0.5,3,2,1,1,4,3
1063170,1,1,2,1,0,0,5,4
1063171,0.5,0.5,2,1,2,1,5,3
1063172,1,0.5,2,2,2,1,4,3
1063173,2,3,7,5,3,4,1,0.5
1063174,0,0,1,3,0,3,3,1
1063175,3,1,7,5,0,0,7,4
1063176,0,0,2,1,4,2,7,6
1063177,0,0,3,2,5,4,3,2
1063178,2,2,3,2,3,2,4,3
1063179,7,7,7,7,7,7,7,2
1063181,1,1,5,4,6,6,4,3
1063182,0.5,0,6,5,0,0,6,5
1063183,4,2,3,1,4,4,4,3
1063184,7,7,7,7,7,7,5,5
1063185,0.5,0.5,4,1,2,1,2,1
1063186,0,0,7,2,7,7,2,0.5
1063187,4,3,3,1,0.5,0,0,0
1063188,0.5,0.5,4,1,0.5,0.5,3,1
1063189,0.5,0.5,3,1,0.5,0.5,4,2
1063190,5,4,2,0,0.5,0,4,2
1063191,4,2,3,2,2,1,3,1
1063192,0,0,0,0,5,5,0.5,1
1063193,1,1,6,3,1,1,5,2
1063194,7,7,7,7,5,4,4,3
1063195,0.5,0.5,4,2,7,7,5,4
1063196,0,0,7,5,6,5,2,2
1063197,4,2,6,3,1,2,2,3
1063198,0,0.5,4,4,7,6,3,3
1063199,2,0.5,4,2,0.5,0.5,4,2
1063200,0,0,7,4,7,7,2,2
1063201,1,0.5,1,1,1,0.5,2,1
1063202,2,0.5,2,0.5,3,3,5,3
1063203,0,0,6,6,0,0,4,4
1063204,0,0,0,0,0,0,3,2
1063205,6,5,2,1,0.5,0.5,2,4
1063206,0.5,0.5,4,2,0.5,0.5,0.5,0
1063207,3,3,7,5,7,7,6,4
1063208,3,2,7,3,1,1,0,0.5
1063209,3,3,6,5,7,5,0.5,0.5
1063210,0.5,0.5,5,5,2,2,2,2
1063211,2,1,3,4,7,6,4,3
1063212,4,3,4,2,0.5,0.5,4,2
1063213,7,7,7,7,7,7,4,4
1063214,2,5,2,2,3,3,3,5
1063215,0.5,0.5,3,2,1,0.5,3,2
1063216,4,3,0,0,7,6,0.5,1
1063217,4,2,1,0.5,7,4,3,2
1063218,1,0.5,6,4,0,0,6,4
1063219,2,3,2,1,1,1,1,2
1063220,4,4,6,6,7,7,2,5
1063221,4,4,7,4,2,1,2,2
1063222,0,0,2,0.5,7,7,4,3
1063223,0.5,1,7,6,3,3,7,6
1063224,1,0.5,0,1,2,1,4,3
1063225,0,0.5,2,0,2,1,5,2
1063226,0,0,1,0.5,5,2,6,5
1063227,0,0,0,0,0,0,0,0
1063228,2,0.5,0,0,6,6,4,5
1063229,0.5,0.5,3,1,1,0.5,3,2
1063230,1,0.5,5,5,7,7,4,4
1063231,2,1,4,4,2,2,4,4
1063232,1,0.5,0,0,0,0,1,0.5
1063233,6,6,6,5,0.5,2,0,0
1063234,0.5,0.5,7,7,0.5,0.5,2,1
1063235,1,2,4,2,6,3,2,4
1063236,0.5,0,1,0.5,3,1,3,1
1063237,0.5,0,0.5,0,0.5,0,3,0
1063238,2,3,1,0.5,2,1,4,2
1063239,1,0.5,0,0,1,0.5,3,2
1063240,6,5,0.5,0,3,2,4,2
1063241,0,0,7,2,2,2,7,2
1063242,2,1,2,2,3,2,2,1
1063243,4,2,0,0,1,1,4,2
1063244,2,1,3,2,1,0.5,2,2
1063245,5,4,4,1,4,2,3,0.5
1063246,0.5,0,3,2,3,2,4,3
1063247,1,1,2,2,1,1,5,2
1063248,1,2,4,0,7,7,4,3
1063250,5,3,0,0,1,1,4,2
1063251,0.5,1,0,0,4,2,0.5,0.5
1063252,2,2,2,1,0,0,2,1
1063253,2,3,5,3,2,1,3,2
1063254,6,3,1,1,2,1,4,3
1063255,5,2,0.5,0,7,7,3,2
1063256,0.5,1,0,0,5,5,5,4
1063257,3,2,0,0,3,1,2,1
1063258,5,2,4,3,1,3,7,5
1063259,7,7,0.5,0.5,7,7,7,7
1063260,7,7,3,1,7,7,0,0
1063262,3,2,3,1,7,7,6,5
1063263,1,3,0,0,7,5,7,6
1063264,0,0,1,0,4,2,3,2
1063265,6,6,0,0,7,7,0.5,4
1063266,1,0.5,0,0,7,7,6,5
1063267,3,3,1,0,2,1,3,1
1063268,0.5,1,1,0.5,1,0.5,4,2
1063269,1,0.5,0,0,7,6,2,3
1063270,0,0,0,0,6,4,0.5,0
1063271,2,0,2,0.5,7,4,5,3
1063272,0,0,0.5,0.5,4,3,5,3
1063273,7,6,7,7,7,7,7,6
1063274,1,1,0,0,7,4,6,4
1063275,2,1,0,0,0,0,7,2
1063276,7,4,0,0,7,4,7,4
1063277,1,2,0,0,7,7,2,4
1063278,0.5,0.5,2,0,7,5,4,2
1063280,7,7,0,0,7,7,2,0.5
1063281,0,0,0,0,0,0,5,5
1063282,2,0.5,0.5,0,7,5,2,3
1063283,0,0,5,3,7,7,7,7
1063284,2,4,0,0,7,7,7,6
1063285,4,2,1,0.5,0,0,0.5,0.5
1063286,4,4,0,0,2,2,4,2
1063288,1,1,1,0,0.5,0.5,7,6
1063289,4,6,1,0,4,5,4,2
1063290,2,4,4,0,0,0,5,2
1063291,2,3,2,0,1,1,6,5
1063292,7,7,2,2,2,1,3,3
1063293,3,1,0,0,1,1,2,0.5
1063294,2,1,3,0,1,1,3,2
1063295,0.5,0.5,7,6,0.5,0.5,6,6
1063296,5,4,0,0,4,3,6,4
1063297,0.5,0,5,3,0.5,0.5,1,1
1063298,1,1,4,4,1,1,3,1
1063300,1,1,0,0,1,1,2,0.5
1063301,4,2,6,3,4,2,6,2
1063302,3,2,0,0,3,3,0.5,0.5
1063303,6,4,2,0.5,2,1,2,1
1063304,2,1,6,0.5,5,4,6,5
1063305,4,4,7,4,1,1,3,3
1063306,4,2,1,0,1,1,4,2
1063307,1,1,6,4,7,7,0,0
1063308,6,2,6,3,0.5,0.5,1,0.5
1063309,0.5,0.5,0,0,4,2,7,7
1063310,2,1,0,0,4,1,2,1
1063311,4,2,6,4,0.5,0,2,1
1063312,1,0.5,2,1,2,2,4,2
1063313,3,2,1,1,4,4,3,3
1063314,4,4,2,1,0,0,4,2
1063315,0.5,0.5,0.5,0,1,1,1,1
1063316,1,0.5,0,0,4,3,1,1
1063317,2,1,2,1,0.5,0.5,3,1
1063318,3,1,3,2,6,4,3,3
1063319,3,5,0,0,1,1,1,0.5
1063320,0.5,0,0,0.5,4,4,3,2
1063321,2,2,1,1,1,1,1,1
1063322,4,2,3,1,5,4,3,0
1063323,3,3,3,0,1,1,3,2
1063324,0,0,1,0,2,1,1,0
1063325,0.5,0.5,0,0,2,1,3,3
1063326,1,1,0,0,0.5,0.5,3,1
1063327,0,0.5,1,1,3,2,2,3
1063328,1,1,4,0,4,2,3,3
1063329,1,0.5,2,0.5,6,4,4,2
1063330,3,3,3,2,5,5,4,3
1063331,2,1,5,2,1,0.5,0.5,0.5
1063332,2,1,2,0.5,2,1,3,2
1063333,3,1,1,0,6,4,5,3
1063334,1,1,6,3,6,3,5,3
1063335,0.5,0,0,0,0.5,0.5,2,0.5
1063336,1,1,3,1,5,4,4,2
1063337,0,0,0,0,0.5,0.5,1,2
1063338,4,3,0.5,0,5,4,4,2
1063339,6,5,0,0,0,0,5,3
1063340,4,2,2,0.5,4,2,6,2
1063341,1,1,2,1,0.5,0.5,7,5
1063342,2,2,0,0,0.5,0.5,4,1
1063343,6,4,3,0,1,0.5,6,4
1063344,1,0.5,2,1,2,1,2,1
1063345,0,0,3,2,5,4,3,4
1063346,2,2,0,0,6,4,2,1
1063347,2,2,2,0.5,1,1,2,1
1063348,0,0,1,1,7,6,4,4
1063349,3,1,1,2,1,3,2,2
1063350,3,3,4,2,7,5,1,0.5
1063351,0,0,4,3,4,3,2,2
1063352,3,2,3,0.5,4,1,2,0.5
1063353,0,0,0,0,0,0,2,1
1063354,3,1,2,0.5,4,2,7,5
1063355,4,1,5,3,7,7,2,1
1063356,4,4,4,0,0.5,0.5,3,3
1063358,4,3,0,0,0.5,0.5,5,3
1063359,4,3,4,0,0,0,6,4
1063360,1,2,1,0.5,4,5,4,2
1063361,2,3,3,1,1,0,4,2
1063362,6,3,0,0,3,3,6,4
1063363,1,1,4,2,0.5,0.5,5,3
1063364,2,0.5,2,0,0.5,0.5,4,2
1063365,3,1,2,1,1,0.5,2,2
1063366,2,1,4,2,0,0,6,3
1063367,0.5,0.5,5,2,0,0,6,4
1063368,0.5,0,1,1,1,0.5,0.5,0
1063369,2,0,4,2,0,0,0,0
1063370,3,1,6,2,2,0.5,6,3
1063371,3,2,2,2,4,3,6,4
1063372,4,5,2,1,7,7,4,2
1063373,7,3,1,0,7,7,7,3
1063374,1,4,5,2,3,2,4,2
1063375,0,0,0,0,0,0.5,0,0.5
1063376,7,2,7,3,3,3,1,2
1063377,1,1,2,1,3,2,2,1
1063378,2,1,5,3,0.5,0.5,0.5,0.5
1063379,0.5,0.5,0,0,1,1,0.5,1
1063380,6,5,1,0.5,0,0,2,4
1063381,3,2,0.5,0,4,3,3,2
1063382,3,3,1,1,1,1,2,2
1063383,3,2,2,1,2,1,4,3
1063384,2,0.5,3,0,2,0.5,3,1
1063385,2,0,3,1,5,4,3,2
1063386,1,0.5,0,0,1,0,2,1
1063387,0,1,1,2,6,7,2,1
1063388,0,0,2,0.5,2,1,2,1
1063389,2,2,2,0,3,2,4,1
1063390,2,1,4,0.5,3,2,3,1
1063391,1,0.5,2,0,3,2,4,2
1063392,1,0.5,0,0,1,1,3,2
1063393,3,1,0,0,4,2,2,0.5
1063394,1,2,2,1,3,2,4,2
1063395,3,2,1,0,2,1,5,3
1063396,2,1,3,1,0,0,3,2
1063397,1,2,1,0,4,2,5,3
1063398,4,3,2,1,1,0.5,4,2
1063399,1,1,1,0.5,2,2,3,3
1063400,0.5,0.5,0.5,0,0.5,0.5,1,1
1063401,0,0,0.5,0,2,1,3,0.5
1063402,4,2,0.5,0,1,0,4,2
1063403,0.5,0.5,0,0,1,0.5,1,0.5
1063404,1,0.5,6,4,0.5,0.5,7,5
1063405,1,0.5,6,2,0.5,0.5,5,3
1063407,2,0.5,1,0,0.5,0.5,1,1
1063408,2,1,5,0,4,2,2,1
1063409,2,2,4,2,0.5,0.5,3,2
1063410,0.5,0.5,0,0,5,5,4,4
1063411,0.5,0.5,0.5,0.5,0,0,1,1
1063412,0.5,0.5,0,0,1,1,2,2
1063413,3,2,0,0,4,2,4,3
1063414,4,2,4,2,2,2,1,0.5
1063415,0.5,1,0,0,1,0.5,2,0
1063416,1,0.5,2,1,1,0.5,0.5,0
1063417,0.5,3,7,6,0.5,4,7,6
1063418,2,2,2,0,0.5,1,1,2
1063419,0.5,0.5,3,1,1,1,2,1
1063420,2,3,4,0,2,0.5,3,3
1063421,1,1,2,0.5,3,2,5,2
1063422,0,0,0,0,5,4,2,3
1063423,0.5,0.5,2,0.5,4,3,2,1
1063424,0,0,0,0,4,2,1,1
1063425,1,1,0.5,0,4,2,3,1
1063426,3,4,3,0,2,2,3,2
1063427,0.5,0.5,1,0,6,4,3,3
1063428,3,2,4,0.5,2,1,2,0.5
1063429,2,2,2,1,0,0,2,3
1063430,0.5,0.5,6,5,1,1,1,2
1063431,0.5,0.5,1,0.5,7,6,4,2
1063432,2,0.5,7,3,2,2,3,1
1063433,5,5,5,3,0,0,2,1
1063434,1,5,1,0,7,6,2,0.5
1063435,7,3,4,4,4,4,3,3
1063436,0,1,1,1,7,7,2,4
1063437,3,1,4,2,1,0.5,6,4
1063438,2,1,5,3,0,0,2,0.5
1063439,0,0,0,0,5,4,3,2
1063440,2,0.5,2,0.5,0.5,1,3,2
1063441,7,7,3,1,7,7,5,4
1063442,2,2,4,3,7,5,6,5
1063443,6,5,3,2,7,7,3,4
1063444,2,1,5,3,0.5,0.5,1,1
1063445,7,7,4,3,7,7,3,4
1063447,0,0,5,3,1,1,4,2
1063448,4,3,7,6,7,5,4,3
1063449,1,2,7,6,4,2,7,6
1063450,5,4,6,5,2,1,5,3
1063451,0,0.5,4,3,2,2,3,2
1063452,0,0,1,1,0.5,1,2,2
1063453,1,1,4,1,0,0,4,2
1063454,0,0,7,7,4,3,2,2
1063455,2,1,4,1,1,1,3,2
1063456,2,2,1,1,3,2,4,2
1063459,2,2,2,2,0,0,1,1
1063460,0.5,1,0.5,1,6,5,3,5
1063461,5,3,5,3,7,7,6,4
1063462,0,0,0.5,1,4,3,3,2
1063463,7,5,0,0,0,0,3,2
1063464,0,0.5,1,1,0.5,0.5,5,4
1063465,5,3,6,3,4,4,6,3
1063466,3,2,1,0,0,0,3,3
1063467,2,1,7,6,2,1,7,5
1063468,0,0,5,3,7,7,7,7
1063469,4,4,5,3,6,6,7,5
1063470,2,1,3,3,7,5,2,1
1063471,3,1,4,0,0,0,5,2
1063472,1,1,0,0,3,3,0,0
1063473,0,0,5,4,0,0,5,5
1063474,7,5,7,5,1,1,7,3
1063475,7,5,7,5,7,6,7,7
1063476,0,0,7,7,7,7,6,3
1063477,3,1,5,3,5,4,6,4
1063478,0.5,0.5,7,5,7,7,6,5
1063479,4,2,7,4,0,0,2,0.5
1063480,3,2,7,5,0,0,7,5
1063481,0.5,0.5,5,0,0.5,0,4,0
1063482,0.5,0.5,4,3,1,1,3,1
1063483,0,0,7,7,7,7,6,5
1063484,2,2,0.5,0.5,3,1,2,0.5
1063485,1,1,3,2,0.5,0.5,1,0.5
1063486,3,2,2,1,4,3,2,2
1063487,4,3,0,0,4,3,2,0.5
1063488,1,1,3,1,0.5,0.5,2,3
1063489,3,2,0,0,1,0.5,1,2
1063490,1,0.5,2,1,3,2,4,4
1063491,1,0.5,2,2,0.5,0.5,4,2
1063493,2,2,1,0,3,3,3,4
1063494,4,4,0,0,2,4,0.5,0.5
1063495,5,4,0.5,0,5,4,5,4
1063496,2,2,1,1,1,1,3,2
1063497,7,6,0,0,1,0.5,3,1
1063498,3,1,1,1,3,2,4,2
1063499,3,2,2,1,3,1,5,2
1063501,7,3,1,0,0.5,2,2,1
1063502,3,3,3,0,7,7,6,3
1063503,0.5,0,2,0.5,4,3,5,3
1063504,3,1,1,0,3,2,0.5,0
1063505,0.5,0.5,0,0,0,0,1,0
1063506,3,3,2,1,3,3,3,1
1063507,4,2,1,0,1,0.5,3,2
1063508,0.5,1,3,1,0.5,0,2,1
1063509,7,5,6,4,4,3,7,7
1063510,1,3,4,2,7,7,7,7
1063511,0,0,4,0,7,7,1,0
1063512,0.5,1,3,0,2,2,6,4
1063513,0,0.5,3,2,1,1,1,1
1063514,4,0.5,3,0.5,0,0,7,5
1063515,4,2,0,0,4,2,0,0
1063516,3,5,5,4,6,6,3,3
1063517,3,3,5,3,0,0,2,1
1063518,1,2,3,2,4,1,1,0.5
1063519,1,1,1,1,0.5,0.5,3,2
1063520,0,0,5,3,3,3,5,3
1063521,5,2,0,0,7,7,7,7
1063522,2,1,1,0.5,0,0,0.5,0
1063523,0.5,0,3,1,2,2,3,2
1063524,2,1,0,0.5,1,1,3,1
1063525,0.5,0.5,2,0,2,1,3,2
1063526,1,0.5,2,0,1,0.5,4,2
1063527,5,3,1,1,3,2,3,1
1063528,3,3,0,0.5,2,1,4,3
1063529,3,3,7,4,7,6,7,4
1063530,1,1,1,0.5,4,3,0.5,1
1063531,6,4,2,2,7,4,3,1
1063532,1,2,2,2,0.5,1,2,2
1063533,7,6,2,0.5,5,3,4,1
1063534,0,0.5,0,0,1,0.5,1,0.5
1063535,0.5,0.5,0,0,4,3,1,0.5
1063536,0.5,0.5,1,0.5,0.5,0.5,3,0.5
1063537,1,2,3,1,6,2,6,3
1063538,3,4,6,5,1,0.5,7,7
1063539,3,5,4,3,7,6,7,5
1063540,0,2,3,1,4,2,6,5
1063541,3,2,1,0,1,1,2,0.5
1063542,3,3,5,0.5,7,7,4,3
1063543,4,4,3,2,5,5,2,3
1063544,7,3,0.5,0,1,0.5,1,0.5
1063545,2,1,5,3,3,3,1,1
1063546,2,1,0,0,2,1,2,0.5
1063547,2,2,4,0,7,0,7,5
1063548,2,1,2,0,1,1,0.5,0.5
1063549,2,1,2,0,6,2,3,0.5
1063550,5,5,0,0,7,7,3,2
1063551,0.5,0.5,0,0,4,3,3,2
1063552,0,0,1,2,7,7,0.5,2
1063553,0,0,3,0,0,0.5,0.5,2
1063554,0.5,4,0.5,0,3,2,2,1
1063556,1,1,4,2,1,1,3,3
1063557,7,5,7,5,2,1,5,5
1063558,0,0,6,4,0,0,3,2
1063559,0,0,3,2,4,2,4,3
1063560,1,1,7,0.5,1,1,5,1
1063561,4,2,0,0,7,7,7,6
1063562,2,1,7,4,4,2,2,1
1063563,0.5,1,0.5,0,0,0,2,0.5
1063564,6,2,7,6,7,5,5,3
1063565,7,5,6,4,3,1,4,2
1063566,0.5,1,1,0.5,7,6,3,2
1063567,0.5,1,1,0.5,4,3,3,2
1063568,1,0.5,4,1,0.5,2,4,3
1063569,1,1,2,1,1,1,3,1
1063572,0,0,0,0,5,2,4,4
1063573,4,2,5,0,5,2,0.5,2
1063574,5,4,0,0,1,0.5,2,0.5
1063575,3,2,0,0,3,1,0.5,0.5
1063576,1,1,0,0,5,5,0.5,0.5
1063577,0,0,0,0,6,6,2,1
1063578,2,1,0,0,7,7,7,7
1063579,0.5,0,0,0,7,5,7,5
1063580,7,5,2,0.5,0.5,0,4,2
1063581,0.5,3,0,0,7,4,5,3
1063582,3,2,0.5,0,1,1,4,3
1063583,1,1,1,0.5,5,3,4,2
1063584,7,7,0,0,7,7,2,0
1063585,1,1,0,0,3,3,2,1
1063586,2,1,0,0,7,7,7,7
1063587,4,3,0.5,0,4,3,3,2
1063588,2,2,0,0,3,2,2,0.5
1063589,3,2,0,0,3,5,3,5
1063590,0.5,0,1,0,1,1,0.5,2
1063591,1,1,0,0,2,2,4,2
1063592,0.5,1,0.5,1,7,7,4,3
1063593,3,1,0,0,7,7,7,4
1063594,0.5,0.5,0,0,7,5,3,1
1063595,3,2,2,1,5,4,7,7
1063596,0,0.5,0,0,5,3,1,0
1063597,0,0,0,0,6,5,4,3
1063598,2,0.5,0,0,4,2,4,3
1063599,1,3,0,0,7,5,4,3
1063600,7,4,7,4,0,0,3,1
1063601,2,1,2,0,3,2,3,2
1063602,4,2,3,3,5,5,6,5
1063603,4,4,1,0.5,4,3,4,2
1063604,1,1,2,2,5,4,1,2
1063605,2,2,1,0.5,2,2,3,1
1063606,0,0,0,3,2,1,6,3
1063607,0,0,1,0.5,4,3,2,2
1063608,3,2,5,3,1,2,5,0.5
1063609,5,3,7,4,0,0,3,2
1063610,1,2,4,4,7,7,4,4
1063611,0,0,0,0,7,7,0,0
1063612,0,0.5,0.5,0.5,6,5,5,4
1063613,2,3,0,0,6,5,2,1
1063614,0,0,0.5,0,7,7,3,1
1063615,5,3,0,0,5,3,4,2
1063616,0.5,1,0,0,4,2,4,2
1063617,2,1,0.5,0,1,0.5,3,2
1063619,0,0,0,0,5,3,4,2
1063620,2,1,2,0,2,1,6,2
1063621,6,6,0,0,7,3,1,3
1063622,3,2,0,0,2,2,3,1
1063623,0,0.5,0.5,0,1,1,6,4
1063624,2,2,2,2,6,6,7,7
1063625,0.5,0.5,5,0.5,5,2,2,0.5
1063626,5,3,0,0,7,7,5,3
1063627,0,0,0,0,7,7,1,0
1063628,0.5,2,0,0,4,4,1,2
1063629,0,0,4,0,1,2,4,2
1063630,4,3,0.5,0.5,7,3,4,2
1063631,2,1,2,1,2,1,1,1
1063632,0,0.5,0,0,0.5,0.5,2,1
1063633,2,1,0,0,3,0.5,2,1
1063635,0.5,0,0,0,1,1,6,4
1063636,0.5,2,0,0,7,7,7,7
1063637,1,0.5,0.5,0.5,3,2,3,2
1063639,2,0.5,2,1,3,1,3,3
1063641,4,3,3,1,1,0.5,5,2
1063642,2,2,0.5,0.5,5,4,4,3
1063643,0.5,1,0,0,3,2,4,3
1063644,0,0.5,0,0,5,3,4,3
1063645,3,2,0,0,0.5,0.5,3,2
1063646,1,1,0,0,7,7,5,4
1063647,0,0,4,2,7,7,7,7
1063648,2,1,0,0,7,6,4,4
1063650,2,1,1,0.5,3,0.5,5,2
1063651,7,5,1,0,7,7,2,1
1063652,0.5,0.5,0,0,7,4,3,2
1063653,1,0,0,0,1,0,4,2
1063654,0,0.5,0,0,7,7,7,7
1063655,5,4,0.5,0,2,2,3,2
1063656,0.5,1,1,1,7,7,1,3
1063657,2,1,0,0,2,1,6,5
1063658,5,4,0,0,7,7,3,3
1063659,0.5,0,0,0,2,4,2,4
1063660,0,0,0,0,3,2,2,1
1063661,0.5,0.5,0,0,7,7,0.5,0
1063662,1,0.5,0,0,2,1,1,1
1063663,1,0.5,1,1,3,3,5,5
1063664,1,2,1,1,7,7,3,5
1063666,4,4,0,0,2,2,4,2
1063667,1,1,0,0,0,0,1,2
1063668,3,2,0,0,3,3,3,2
1063669,3,4,0,0,3,0,0,0.5
1063670,2,3,0,0,1,1,2,1
1063671,5,3,0,0,4,3,7,5
1063672,4,2,4,2,7,7,6,5
1063673,0,0,0,0,0.5,0.5,7,4
1063675,0,0.5,0,0,0.5,0.5,5,3
1063676,0.5,0.5,0.5,0,6,3,6,2
1063677,0,0,0,0,7,6,3,2
1063678,0.5,1,5,4,7,5,1,1
1063679,0.5,0.5,2,2,6,0.5,6,3
1063680,3,2,0,0,7,7,7,5
1063681,0,3,0,0,7,7,3,2
1063682,2,2,1,0,7,5,5,3
1063683,0.5,0.5,0,0,1,0.5,3,3
1063684,0,0,0,0,7,6,7,6
1063685,5,3,0.5,0,0.5,0.5,6,4
1063686,0,0,0,0,7,7,4,3
1063687,0.5,0.5,0,0,4,4,2,2
1063688,1,0,0,0,7,5,4,3
1063689,3,2,0,0,3,2,1,1
1063690,0.5,0.5,0,0,7,7,3,4
1063692,3,1,0,0,3,2,2,0.5
1063693,5,3,0,0.5,6,4,7,4
1063694,4,2,0,0,7,6,4,2
1063695,3,3,0,0,7,7,7,7
1063697,3,3,0,0,5,4,5,3
1063698,6,5,0,0,7,7,2,0.5
1063699,4,3,0.5,0,7,6,7,7
1063700,0,1,0,0,6,7,6,4
