Participant,JudgedSpeed,PaddleLength,BallSpeed,TrialNumber,BackgroundColor,HitOrMiss,BlockNumber
6,1,50,3,247,blue,1,11
6,0,250,2,248,red,1,11
6,0,50,2,249,blue,1,11
6,0,250,4,250,red,1,11
6,1,50,4,251,red,1,11
6,1,50,3,252,red,0,11
6,0,250,2,253,blue,1,11
6,1,50,7,254,red,1,11
6,1,250,7,255,red,1,11
6,1,50,5,256,blue,0,11
6,1,250,7,257,blue,1,11
6,1,250,6,258,red,1,11
6,1,50,4,259,blue,1,11
6,1,250,5,260,blue,1,11
6,1,50,6,261,blue,1,11
6,1,50,6,262,red,1,11
6,1,50,7,263,blue,1,11
6,0,250,3,264,red,1,11
6,0,250,3,265,red,1,12
6,0,50,3,266,red,1,12
6,1,250,5,267,red,1,12
6,0,50,2,268,blue,0,12
6,0,250,2,269,red,1,12
6,1,250,5,270,blue,1,12
6,1,250,6,271,blue,1,12
6,1,50,6,272,red,0,12
6,0,250,3,273,blue,1,12
6,1,50,5,274,blue,0,12
6,1,50,7,275,red,1,12
6,1,250,6,276,red,1,12
6,0,250,2,277,blue,1,12
6,0,50,3,278,blue,0,12
6,1,50,7,279,blue,0,12
6,0,50,2,280,red,1,12
6,1,50,5,281,red,0,12
6,1,50,4,282,red,1,12
6,1,250,7,283,blue,1,12
6,1,50,6,284,blue,0,12
6,0,250,4,285,blue,1,12
6,0,50,4,286,blue,0,12
6,1,250,7,287,red,1,12
6,0,250,4,288,red,1,12
7,1,50,6,1,red,0,1
7,0,50,2,2,blue,0,1
7,0,250,3,3,blue,1,1
7,1,50,7,4,red,0,1
7,0,50,4,5,red,1,1
7,1,250,7,6,blue,1,1
7,0,50,3,7,blue,1,1
7,0,250,2,8,blue,1,1
7,1,50,5,9,blue,0,1
7,0,250,3,10,red,0,1
7,1,250,4,11,red,1,1
7,1,50,5,12,red,1,1
7,0,250,4,13,blue,0,1
7,1,50,7,14,blue,1,1
7,0,250,5,15,blue,1,1
7,1,250,7,16,red,1,1
7,0,250,5,17,red,1,1
7,0,50,3,18,red,0,1
7,0,50,2,19,red,1,1
7,0,250,2,20,red,1,1
7,1,50,6,21,blue,0,1
7,1,250,6,22,blue,1,1
7,1,250,6,23,red,1,1
7,0,50,4,24,blue,0,1
7,0,250,5,25,red,1,2
7,1,250,7,26,blue,1,2
7,0,250,3,27,blue,1,2
7,0,250,2,28,red,1,2
7,0,250,3,29,red,1,2
7,0,250,4,30,blue,1,2
7,0,50,4,31,blue,1,2
7,0,50,3,32,blue,1,2
7,1,50,6,33,red,0,2
7,1,50,5,34,red,1,2
7,0,250,2,35,blue,1,2
7,1,250,5,36,blue,1,2
7,0,50,2,37,blue,0,2
7,1,50,6,38,blue,0,2
7,1,50,7,39,blue,1,2
7,0,50,5,40,blue,1,2
7,0,50,4,41,red,0,2
7,0,50,2,42,red,0,2
7,0,250,4,43,red,1,2
7,1,250,6,44,red,1,2
7,1,250,7,45,red,1,2
7,1,250,6,46,blue,1,2
7,0,50,3,47,red,0,2
7,1,50,7,48,red,0,2
7,1,250,7,49,blue,1,3
7,1,250,6,50,red,1,3
7,0,50,2,51,blue,1,3
7,0,250,3,52,blue,1,3
7,0,250,2,53,blue,1,3
7,0,250,4,54,red,0,3
7,1,50,7,55,red,0,3
7,1,250,6,56,blue,1,3
7,0,250,5,57,blue,1,3
7,0,250,3,58,red,1,3
7,0,50,4,59,red,0,3
7,1,50,6,60,blue,1,3
7,0,50,3,61,red,1,3
7,0,250,2,62,red,1,3
7,1,50,5,63,red,1,3
7,0,50,2,64,red,1,3
7,0,50,4,65,blue,0,3
7,1,250,7,66,red,1,3
7,0,250,5,67,red,0,3
7,1,50,7,68,blue,1,3
7,1,50,6,69,red,0,3
7,1,50,5,70,blue,0,3
7,0,250,4,71,blue,0,3
7,0,50,3,72,blue,1,3
7,0,50,2,73,red,1,4
7,0,250,2,74,blue,1,4
7,1,250,5,75,blue,1,4
7,1,250,6,76,blue,1,4
7,1,250,4,77,red,1,4
7,1,50,7,78,red,0,4
7,1,250,7,79,blue,1,4
7,0,250,3,80,red,1,4
7,1,50,6,81,red,1,4
7,1,250,6,82,red,1,4
7,0,50,3,83,blue,1,4
7,0,250,3,84,blue,1,4
7,1,50,5,85,red,0,4
7,0,250,2,86,red,1,4
7,0,50,4,87,blue,0,4
7,0,250,4,88,blue,1,4
7,1,50,7,89,blue,1,4
7,1,50,6,90,blue,0,4
7,0,50,3,91,red,0,4
7,1,250,7,92,red,1,4
7,1,50,4,93,red,0,4
7,0,50,2,94,blue,1,4
7,1,250,5,95,red,1,4
7,1,50,5,96,blue,1,4
7,0,250,4,97,blue,1,5
7,0,250,3,98,red,1,5
7,0,250,2,99,red,1,5
7,0,250,7,100,blue,1,5
7,1,50,6,101,red,0,5
7,0,50,3,102,red,1,5
7,0,50,2,103,red,1,5
7,0,50,5,104,blue,1,5
7,0,50,3,105,blue,1,5
7,1,250,6,106,blue,1,5
7,0,250,3,107,blue,1,5
7,1,250,6,108,red,1,5
7,1,50,5,109,red,1,5
7,0,250,5,110,red,1,5
7,1,250,7,111,red,1,5
7,1,50,7,112,blue,0,5
7,0,250,2,113,blue,1,5
7,1,50,7,114,red,0,5
7,1,50,6,115,blue,1,5
7,0,50,4,116,red,0,5
7,0,250,4,117,red,1,5
7,0,50,2,118,blue,1,5
7,0,50,4,119,blue,0,5
7,1,250,5,120,blue,1,5
7,0,50,3,121,blue,1,6
7,1,50,6,122,blue,0,6
7,0,250,4,123,red,1,6
7,1,50,4,124,red,0,6
7,0,250,2,125,blue,1,6
7,1,250,5,126,blue,1,6
7,1,250,5,127,red,1,6
7,0,50,2,128,blue,0,6
7,1,50,5,129,blue,1,6
7,1,50,3,130,red,0,6
7,1,250,6,131,red,1,6
7,0,250,3,132,red,1,6
7,1,50,7,133,blue,0,6
7,0,50,2,134,red,1,6
7,1,250,7,135,red,1,6
7,0,250,4,136,blue,1,6
7,1,250,7,137,blue,1,6
7,1,50,6,138,red,0,6
7,1,50,7,139,red,1,6
7,0,50,4,140,blue,1,6
7,0,250,2,141,red,1,6
7,1,250,6,142,blue,1,6
7,0,250,3,143,blue,1,6
7,1,50,5,144,red,0,6
7,1,50,5,145,red,1,7
7,1,250,6,146,red,1,7
7,1,50,4,147,red,0,7
7,1,250,7,148,blue,1,7
7,1,250,7,149,red,1,7
7,1,50,7,150,blue,1,7
7,0,250,3,151,blue,1,7
7,0,250,2,152,blue,1,7
7,1,50,6,153,blue,0,7
7,0,50,4,154,blue,0,7
7,1,250,5,155,blue,1,7
7,1,50,5,156,blue,1,7
7,0,250,4,157,blue,1,7
7,1,50,7,158,red,1,7
7,0,250,4,159,red,1,7
7,0,50,3,160,blue,1,7
7,1,250,5,161,red,1,7
7,0,250,3,162,red,1,7
7,0,50,2,163,blue,1,7
7,1,250,6,164,blue,1,7
7,1,50,6,165,red,1,7
7,0,250,2,166,red,1,7
7,0,50,2,167,red,1,7
7,0,50,3,168,red,0,7
7,1,250,6,169,blue,1,8
7,0,50,4,170,red,1,8
7,0,250,4,171,blue,1,8
7,1,250,7,172,red,1,8
7,1,50,7,173,red,0,8
7,1,50,5,174,red,0,8
7,0,50,3,175,red,1,8
7,0,250,2,176,blue,1,8
7,0,250,3,177,blue,1,8
7,1,250,7,178,blue,1,8
7,1,50,4,179,blue,0,8
7,0,50,2,180,red,0,8
7,1,250,6,181,red,1,8
7,1,50,5,182,blue,0,8
7,0,50,3,183,blue,0,8
7,0,250,5,184,blue,1,8
7,0,250,4,185,red,1,8
7,0,250,5,186,red,1,8
7,1,50,7,187,blue,0,8
7,1,50,6,188,blue,0,8
7,0,250,3,189,red,1,8
7,1,50,6,190,red,1,8
7,0,50,2,191,blue,1,8
7,0,250,2,192,red,1,8
7,1,250,7,193,blue,1,9
7,1,50,7,194,red,0,9
7,0,250,2,195,blue,1,9
7,0,50,4,196,blue,0,9
7,0,250,4,197,red,1,9
7,1,50,5,198,blue,0,9
7,1,50,5,199,red,1,9
7,0,250,2,200,red,1,9
7,1,50,4,201,red,0,9
7,1,250,7,202,red,1,9
7,0,250,3,203,red,1,9
7,1,250,4,204,blue,0,9
7,0,50,2,205,blue,1,9
7,1,50,3,206,red,0,9
7,1,50,7,207,blue,0,9
7,1,50,6,208,blue,1,9
7,1,50,6,209,red,0,9
7,0,50,2,210,red,0,9
7,0,50,3,211,blue,0,9
7,1,250,5,212,blue,1,9
7,1,250,6,213,red,1,9
7,1,250,5,214,red,1,9
7,0,250,3,215,blue,1,9
7,1,250,6,216,blue,1,9
7,0,250,2,217,red,1,10
7,1,250,5,218,blue,1,10
7,1,250,7,219,red,1,10
7,1,250,6,220,red,0,10
7,0,250,4,221,blue,1,10
7,1,50,7,222,red,1,10
7,1,50,6,223,red,0,10
7,0,50,3,224,blue,1,10
7,1,250,6,225,blue,1,10
7,0,250,4,226,red,1,10
7,0,50,4,227,blue,0,10
7,0,250,3,228,red,1,10
7,0,250,3,229,blue,1,10
7,0,50,3,230,red,0,10
7,0,50,4,231,red,1,10
7,0,50,2,232,red,0,10
7,1,50,5,233,red,0,10
7,0,50,2,234,blue,1,10
7,1,50,5,235,blue,0,10
7,1,50,6,236,blue,1,10
7,1,250,5,237,red,1,10
7,0,250,2,238,blue,1,10
7,1,50,7,239,blue,0,10
7,1,250,7,240,blue,1,10
7,1,250,7,241,red,1,11
7,0,250,3,242,red,1,11
7,0,250,3,243,blue,1,11
7,0,250,4,244,blue,1,11
7,0,50,4,245,blue,1,11
7,0,250,2,246,red,1,11
7,1,250,4,247,red,1,11
7,0,250,2,248,blue,1,11
7,1,50,5,249,blue,0,11
7,1,250,7,250,blue,1,11
7,1,250,6,251,blue,1,11
7,1,250,5,252,red,1,11
7,1,250,5,253,blue,1,11
7,0,50,3,254,blue,1,11
7,0,50,3,255,red,1,11
7,0,50,2,256,blue,0,11
7,1,50,5,257,red,1,11
7,1,50,4,258,red,0,11
7,1,50,6,259,red,0,11
7,1,50,6,260,blue,1,11
7,1,50,7,261,blue,1,11
7,1,250,6,262,red,1,11
7,1,50,7,263,red,0,11
7,0,50,2,264,red,1,11
7,1,50,4,265,red,0,12
7,1,50,7,266,blue,1,12
7,1,50,6,267,red,1,12
7,0,50,2,268,blue,1,12
7,0,250,2,269,blue,1,12
7,1,250,5,270,red,1,12
7,1,50,7,271,red,0,12
7,1,250,5,272,blue,1,12
7,1,50,5,273,red,0,12
7,1,50,6,274,blue,1,12
7,1,250,7,275,red,1,12
7,0,250,3,276,blue,1,12
7,1,250,7,277,blue,1,12
7,0,250,2,278,red,1,12
7,0,50,3,279,red,0,12
7,0,50,2,280,red,0,12
7,1,250,6,281,red,1,12
7,1,250,6,282,blue,1,12
7,0,250,4,283,blue,1,12
7,1,50,4,284,blue,0,12
7,1,250,4,285,red,1,12
7,0,250,3,286,red,1,12
7,0,50,3,287,blue,1,12
7,1,50,5,288,blue,1,12
8,1,50,7,1,blue,0,1
8,0,50,3,2,blue,1,1
8,0,50,4,3,blue,1,1
8,0,250,2,4,blue,1,1
8,1,50,5,5,red,0,1
8,0,250,3,6,red,1,1
8,0,50,2,7,red,0,1
8,0,250,2,8,red,1,1
8,1,250,7,9,red,1,1
8,1,50,5,10,blue,0,1
8,1,50,7,11,red,1,1
8,1,250,6,12,blue,1,1
8,0,50,4,13,red,1,1
8,0,250,4,14,red,1,1
8,1,250,5,15,blue,1,1
8,0,250,3,16,blue,0,1
8,1,50,6,17,red,1,1
8,1,250,6,18,red,1,1
8,1,250,7,19,blue,1,1
8,1,50,6,20,blue,0,1
8,0,50,3,21,red,1,1
8,1,250,5,22,red,1,1
8,0,50,2,23,blue,1,1
8,1,250,4,24,blue,1,1
8,1,50,3,25,blue,1,2
8,1,50,7,26,red,1,2
8,1,50,6,27,blue,0,2
8,1,50,4,28,red,1,2
8,0,250,4,29,blue,1,2
8,0,250,3,30,red,1,2
8,0,50,2,31,blue,1,2
8,1,250,5,32,blue,1,2
8,0,50,2,33,red,1,2
8,1,250,4,34,red,1,2
8,1,250,6,35,red,1,2
8,0,50,3,36,red,0,2
8,0,50,7,37,blue,0,2
8,0,250,2,38,blue,1,2
8,1,250,5,39,red,1,2
8,1,50,4,40,blue,1,2
8,1,50,5,41,red,0,2
8,1,50,6,42,red,1,2
8,1,250,6,43,blue,1,2
8,0,250,3,44,blue,1,2
8,1,250,7,45,blue,1,2
8,1,50,5,46,blue,0,2
8,1,250,7,47,red,1,2
8,0,250,2,48,red,1,2
8,1,50,4,49,red,0,3
8,1,250,5,50,blue,1,3
8,1,250,6,51,blue,1,3
8,1,50,7,52,blue,0,3
8,1,50,6,53,red,1,3
8,0,250,3,54,red,1,3
8,0,250,6,55,red,1,3
8,0,250,4,56,red,1,3
8,0,250,3,57,blue,1,3
8,0,250,4,58,blue,1,3
8,1,50,5,59,red,0,3
8,0,250,2,60,blue,1,3
8,0,50,2,61,red,1,3
8,0,50,3,62,blue,0,3
8,0,250,2,63,red,1,3
8,0,50,2,64,blue,0,3
8,1,50,6,65,blue,0,3
8,1,250,7,66,blue,1,3
8,1,250,7,67,red,1,3
8,1,50,7,68,red,1,3
8,1,50,4,69,blue,1,3
8,0,50,3,70,red,1,3
8,1,50,5,71,blue,1,3
8,1,250,5,72,red,1,3
8,1,250,7,73,blue,1,4
8,0,250,5,74,red,1,4
8,1,50,6,75,red,1,4
8,0,250,3,76,blue,1,4
8,0,250,3,77,red,1,4
8,1,50,5,78,blue,0,4
8,1,250,6,79,blue,1,4
8,1,250,5,80,blue,1,4
8,0,250,2,81,blue,1,4
8,1,250,4,82,blue,1,4
8,1,50,6,83,blue,0,4
8,1,50,5,84,red,1,4
8,1,50,7,85,blue,0,4
8,1,50,4,86,blue,0,4
8,1,250,7,87,red,1,4
8,0,50,3,88,blue,1,4
8,1,50,7,89,red,0,4
8,0,250,4,90,red,1,4
8,0,50,2,91,red,0,4
8,1,250,6,92,red,1,4
8,0,250,2,93,red,1,4
8,1,50,4,94,red,0,4
8,0,50,2,95,blue,0,4
8,0,50,3,96,red,0,4
8,1,50,4,97,red,1,5
8,1,250,5,98,blue,1,5
8,0,50,2,99,blue,1,5
8,1,50,7,100,red,1,5
8,0,50,3,101,red,1,5
8,1,250,5,102,red,1,5
8,0,250,3,103,red,1,5
8,0,250,2,104,blue,1,5
8,0,250,4,105,red,1,5
8,0,250,2,106,red,1,5
8,1,250,7,107,blue,1,5
8,1,50,6,108,blue,1,5
8,0,50,2,109,red,0,5
8,1,50,6,110,red,1,5
8,1,50,5,111,blue,0,5
8,1,50,7,112,blue,1,5
8,1,250,6,113,red,1,5
8,1,250,7,114,red,1,5
8,0,50,3,115,blue,1,5
8,0,50,5,116,red,1,5
8,0,250,4,117,blue,1,5
8,1,250,6,118,blue,1,5
8,0,250,3,119,blue,1,5
8,0,50,4,120,blue,0,5
8,1,50,6,121,red,0,6
8,0,250,3,122,red,1,6
8,0,250,2,123,blue,1,6
8,1,250,6,124,blue,1,6
8,0,250,2,125,red,1,6
8,1,250,6,126,red,1,6
8,0,50,3,127,red,0,6
8,1,50,5,128,blue,0,6
8,1,250,5,129,blue,1,6
8,1,50,7,130,blue,1,6
8,0,50,2,131,blue,1,6
8,0,50,2,132,red,1,6
8,1,250,4,133,red,0,6
8,1,250,7,134,red,1,6
8,1,250,7,135,blue,1,6
8,0,50,3,136,blue,0,6
8,1,50,5,137,red,1,6
8,1,250,4,138,blue,1,6
8,1,50,7,139,red,1,6
8,0,250,5,140,red,1,6
8,1,50,6,141,blue,0,6
8,1,50,4,142,blue,0,6
8,0,250,3,143,blue,1,6
8,0,50,4,144,red,1,6
8,1,250,6,145,red,1,7
8,1,50,6,146,red,1,7
8,0,250,4,147,blue,1,7
8,1,250,7,148,blue,1,7
8,0,50,3,149,blue,1,7
8,1,50,5,150,blue,1,7
8,0,50,2,151,red,0,7
8,1,250,5,152,blue,1,7
8,1,50,4,153,blue,0,7
8,1,250,6,154,blue,1,7
8,0,50,5,155,red,1,7
8,0,250,3,156,blue,1,7
8,1,50,7,157,red,0,7
8,0,250,2,158,red,1,7
8,0,250,4,159,red,1,7
8,0,250,3,160,red,1,7
8,0,50,2,161,blue,1,7
8,0,250,2,162,blue,1,7
8,1,250,5,163,red,1,7
8,0,50,3,164,red,0,7
8,0,50,4,165,red,0,7
8,0,50,7,166,blue,1,7
8,0,250,7,167,red,1,7
8,1,50,6,168,blue,1,7
8,1,50,7,169,blue,1,8
8,0,50,2,170,blue,0,8
8,1,50,6,171,red,1,8
8,1,50,6,172,blue,1,8
8,1,50,7,173,red,1,8
8,0,250,2,174,blue,0,8
8,1,250,6,175,blue,1,8
8,0,50,3,176,red,1,8
8,0,250,2,177,red,1,8
8,1,50,5,178,blue,0,8
8,1,250,7,179,blue,1,8
8,1,250,4,180,red,1,8
8,0,50,4,181,red,1,8
8,0,250,3,182,red,1,8
8,0,250,5,183,blue,1,8
8,1,250,7,184,red,1,8
8,0,250,4,185,blue,1,8
8,0,50,2,186,red,1,8
8,0,250,3,187,blue,1,8
8,0,50,3,188,blue,1,8
8,1,50,4,189,blue,0,8
8,1,250,5,190,red,1,8
8,1,50,5,191,red,0,8
8,1,250,6,192,red,1,8
8,0,50,3,193,blue,0,9
8,1,50,6,194,red,0,9
8,0,250,2,195,blue,1,9
8,1,50,5,196,red,1,9
8,1,250,5,197,blue,1,9
8,0,50,4,198,blue,1,9
8,1,250,7,199,red,1,9
8,0,250,6,200,blue,1,9
8,1,250,5,201,red,1,9
8,0,50,2,202,blue,1,9
8,1,50,7,203,red,1,9
8,1,50,7,204,blue,0,9
8,0,250,4,205,blue,1,9
8,0,50,3,206,red,1,9
8,0,250,2,207,red,1,9
8,1,50,6,208,blue,0,9
8,0,50,4,209,red,1,9
8,0,250,4,210,red,1,9
8,1,250,6,211,red,1,9
8,0,250,3,212,blue,1,9
8,0,50,2,213,red,0,9
8,0,250,3,214,red,1,9
8,1,50,5,215,blue,1,9
8,0,250,7,216,blue,1,9
8,0,250,2,217,red,1,10
8,0,50,2,218,blue,1,10
8,0,250,4,219,blue,1,10
8,1,50,7,220,red,0,10
8,1,250,6,221,red,1,10
8,0,50,3,222,blue,0,10
8,0,250,3,223,blue,1,10
8,0,250,4,224,red,1,10
8,1,50,6,225,blue,1,10
8,1,250,7,226,blue,1,10
8,1,50,7,227,blue,0,10
8,0,50,2,228,red,1,10
8,0,50,4,229,blue,0,10
8,1,50,5,230,red,0,10
8,1,250,5,231,blue,1,10
8,0,250,3,232,red,1,10
8,1,50,4,233,red,0,10
8,0,250,2,234,blue,1,10
8,1,250,7,235,red,1,10
8,1,250,6,236,blue,1,10
8,0,50,3,237,red,1,10
8,1,250,5,238,red,1,10
8,1,50,5,239,blue,1,10
8,1,50,6,240,red,0,10
8,0,50,2,241,blue,0,11
8,1,250,5,242,blue,1,11
8,0,250,4,243,blue,1,11
8,1,250,3,244,red,1,11
8,1,50,7,245,red,0,11
8,0,50,4,246,blue,1,11
8,0,50,3,247,blue,0,11
8,1,250,5,248,red,1,11
8,1,50,6,249,blue,1,11
8,1,250,7,250,blue,1,11
8,1,250,6,251,red,1,11
8,1,250,7,252,red,1,11
8,0,250,2,253,red,1,11
8,1,50,6,254,red,0,11
8,1,50,5,255,red,0,11
8,1,50,5,256,blue,0,11
8,1,250,6,257,blue,1,11
8,0,250,2,258,blue,1,11
8,0,50,2,259,red,1,11
8,0,50,3,260,red,0,11
8,0,250,4,261,red,1,11
8,0,250,3,262,blue,1,11
8,1,50,7,263,blue,1,11
8,1,50,4,264,red,0,11
8,1,50,5,265,red,0,12
8,1,50,6,266,red,0,12
8,1,50,5,267,blue,1,12
8,0,250,5,268,red,1,12
8,0,250,2,269,blue,1,12
8,0,50,4,270,blue,0,12
8,1,250,6,271,red,1,12
8,1,250,6,272,blue,1,12
8,1,250,5,273,blue,1,12
8,0,250,3,274,blue,1,12
8,0,50,3,275,red,1,12
8,0,250,3,276,red,1,12
8,0,50,7,277,blue,1,12
8,1,250,7,278,blue,1,12
8,0,250,4,279,blue,1,12
8,1,50,4,280,red,0,12
8,0,50,2,281,red,1,12
8,0,50,2,282,blue,1,12
8,0,250,2,283,red,1,12
8,1,50,7,284,red,1,12
8,1,50,6,285,blue,1,12
8,0,250,4,286,red,1,12
8,1,250,7,287,red,1,12
8,0,50,3,288,blue,1,12
9,0,50,3,1,blue,0,1
9,1,50,6,2,red,0,1
9,0,250,3,3,red,1,1
9,0,250,2,4,red,1,1
9,1,250,6,5,blue,1,1
9,1,50,4,6,blue,0,1
9,1,250,4,7,red,1,1
9,1,50,7,8,red,1,1
9,1,50,5,9,blue,0,1
9,1,50,6,10,blue,0,1
9,1,250,5,11,blue,1,1
9,1,250,7,12,red,1,1
9,1,50,7,13,blue,0,1
9,0,50,3,14,red,0,1
9,0,50,2,15,blue,0,1
9,1,250,4,16,blue,1,1
9,1,250,5,17,red,1,1
9,0,50,2,18,red,0,1
9,0,250,3,19,blue,0,1
9,1,50,4,20,red,0,1
9,1,250,6,21,red,0,1
9,0,250,2,22,blue,1,1
9,1,50,5,23,red,1,1
9,1,250,7,24,blue,1,1
9,1,50,4,25,red,1,2
9,1,250,4,26,red,1,2
9,1,50,6,27,red,1,2
9,0,50,2,28,red,1,2
9,1,250,4,29,blue,1,2
9,1,50,7,30,blue,0,2
9,1,50,7,31,red,0,2
9,0,50,2,32,blue,0,2
9,1,50,3,33,blue,0,2
9,1,250,7,34,red,1,2
9,1,50,5,35,red,0,2
9,1,250,6,36,blue,1,2
9,0,50,3,37,red,0,2
9,1,250,6,38,red,1,2
9,1,50,4,39,blue,0,2
9,1,250,5,40,red,1,2
9,0,250,3,41,red,1,2
9,1,50,6,42,blue,1,2
9,0,50,5,43,blue,1,2
9,1,250,7,44,blue,1,2
9,0,250,3,45,blue,1,2
9,0,250,2,46,red,1,2
9,0,250,2,47,blue,1,2
9,1,250,5,48,blue,1,2
9,0,50,4,49,blue,0,3
9,1,250,6,50,blue,1,3
9,1,50,5,51,red,0,3
9,1,50,6,52,red,0,3
9,1,50,7,53,blue,0,3
9,0,50,4,54,red,0,3
9,0,250,3,55,blue,0,3
9,1,50,7,56,red,0,3
9,0,50,2,57,blue,1,3
9,0,250,2,58,red,1,3
9,0,250,5,59,red,1,3
9,1,50,5,60,blue,1,3
9,1,250,4,61,red,1,3
9,1,50,3,62,blue,1,3
9,1,250,6,63,red,1,3
9,1,250,7,64,blue,1,3
9,1,50,6,65,blue,0,3
9,1,250,3,66,red,1,3
9,0,50,3,67,red,1,3
9,1,250,4,68,blue,1,3
9,1,250,5,69,blue,1,3
9,0,250,2,70,blue,1,3
9,1,250,7,71,red,1,3
9,1,50,2,72,red,0,3
9,1,250,5,73,red,0,4
9,0,250,4,74,red,1,4
9,0,50,2,75,blue,0,4
9,1,250,6,76,blue,1,4
9,1,50,7,77,red,1,4
9,0,250,3,78,blue,1,4
9,0,250,2,79,red,1,4
9,0,50,2,80,red,0,4
9,1,250,6,81,red,1,4
9,0,250,3,82,red,1,4
9,1,250,5,83,blue,1,4
9,1,50,4,84,red,1,4
9,1,50,6,85,blue,1,4
9,1,50,3,86,red,0,4
9,0,250,2,87,blue,1,4
9,1,250,7,88,red,1,4
9,1,250,4,89,blue,1,4
9,1,50,5,90,blue,0,4
9,1,50,5,91,red,0,4
9,1,50,6,92,red,1,4
9,1,250,7,93,blue,1,4
9,1,50,7,94,blue,0,4
9,1,50,4,95,blue,0,4
9,0,50,3,96,blue,0,4
9,1,50,7,97,red,0,5
9,1,250,6,98,red,1,5
9,1,250,4,99,red,1,5
9,1,250,5,100,blue,1,5
9,0,50,3,101,red,0,5
9,1,50,6,102,blue,1,5
9,1,250,7,103,blue,1,5
9,0,250,3,104,blue,1,5
9,1,50,6,105,red,0,5
9,1,250,6,106,blue,1,5
9,0,250,3,107,red,1,5
9,1,50,4,108,blue,1,5
9,1,50,5,109,red,0,5
9,0,250,2,110,red,1,5
9,1,50,4,111,red,0,5
9,1,250,5,112,red,1,5
9,1,50,7,113,blue,0,5
9,0,50,3,114,blue,0,5
9,1,250,4,115,blue,1,5
9,0,50,2,116,blue,1,5
9,1,50,2,117,red,0,5
9,0,250,2,118,blue,1,5
9,1,50,5,119,blue,0,5
9,1,250,7,120,red,0,5
9,0,50,2,121,blue,0,6
9,1,50,6,122,red,0,6
9,1,250,6,123,red,1,6
9,0,250,2,124,red,1,6
9,0,50,3,125,blue,0,6
9,1,250,7,126,blue,1,6
9,0,250,4,127,blue,1,6
9,0,250,3,128,blue,1,6
9,0,50,2,129,red,0,6
9,1,50,7,130,blue,0,6
9,0,250,2,131,blue,1,6
9,0,50,4,132,blue,0,6
9,1,50,5,133,blue,0,6
9,1,50,4,134,red,0,6
9,1,250,5,135,red,1,6
9,0,250,3,136,red,0,6
9,1,250,7,137,red,1,6
9,1,250,5,138,blue,1,6
9,1,50,7,139,red,0,6
9,1,50,5,140,red,1,6
9,0,50,3,141,red,0,6
9,1,250,6,142,blue,1,6
9,1,50,6,143,blue,1,6
9,0,250,4,144,red,1,6
9,1,50,5,145,red,0,7
9,1,250,7,146,red,1,7
9,0,250,3,147,red,1,7
9,1,250,6,148,red,1,7
9,0,250,2,149,red,1,7
9,0,250,2,150,blue,1,7
9,0,250,5,151,blue,1,7
9,1,250,4,152,red,1,7
9,0,50,3,153,blue,0,7
9,0,50,2,154,blue,0,7
9,0,250,7,155,blue,1,7
9,1,50,5,156,blue,1,7
9,1,250,4,157,blue,1,7
9,0,50,2,158,red,0,7
9,0,250,5,159,red,1,7
9,1,50,7,160,blue,0,7
9,1,50,6,161,blue,1,7
9,1,50,4,162,blue,0,7
9,1,50,4,163,red,0,7
9,0,250,3,164,blue,1,7
9,1,250,6,165,blue,0,7
9,1,50,7,166,red,0,7
9,1,50,6,167,red,0,7
9,1,50,3,168,red,0,7
9,1,50,4,169,red,1,8
9,1,250,5,170,red,1,8
9,0,250,3,171,red,1,8
9,0,250,3,172,blue,1,8
9,0,250,2,173,blue,0,8
9,1,50,5,174,blue,0,8
9,0,50,3,175,blue,0,8
9,1,50,7,176,blue,1,8
9,1,250,7,177,blue,0,8
9,1,250,6,178,blue,1,8
9,0,250,7,179,red,1,8
9,0,50,2,180,blue,0,8
9,1,250,6,181,red,1,8
9,0,50,6,182,red,0,8
9,0,50,4,183,blue,0,8
9,1,250,5,184,blue,0,8
9,0,250,4,185,blue,1,8
9,0,50,3,186,red,0,8
9,0,250,2,187,red,1,8
9,0,50,5,188,red,1,8
9,1,50,7,189,red,0,8
9,0,50,2,190,red,1,8
9,1,250,4,191,red,1,8
9,0,50,6,192,blue,0,8
9,0,250,2,193,blue,1,9
9,1,250,4,194,blue,0,9
9,0,50,3,195,blue,1,9
9,0,250,2,196,red,1,9
9,1,250,7,197,red,1,9
9,1,250,6,198,blue,1,9
9,1,50,6,199,red,1,9
9,1,50,7,200,red,1,9
9,1,50,5,201,red,1,9
9,1,250,5,202,red,1,9
9,1,250,6,203,red,1,9
9,1,50,6,204,blue,0,9
9,1,50,5,205,blue,0,9
9,1,50,7,206,blue,0,9
9,0,50,3,207,red,0,9
9,0,250,4,208,red,0,9
9,1,50,4,209,red,0,9
9,1,250,3,210,red,1,9
9,0,50,2,211,red,0,9
9,1,250,7,212,blue,1,9
9,0,250,3,213,blue,1,9
9,0,50,2,214,blue,1,9
9,0,250,5,215,blue,1,9
9,0,50,4,216,blue,1,9
9,0,250,2,217,blue,1,10
9,1,250,3,218,red,1,10
9,1,50,7,219,blue,1,10
9,1,250,7,220,red,1,10
9,0,50,2,221,blue,1,10
9,1,250,4,222,red,0,10
9,0,50,5,223,red,0,10
9,1,50,5,224,blue,0,10
9,1,250,6,225,red,1,10
9,0,50,3,226,blue,1,10
9,0,50,2,227,red,0,10
