Serial,WBOptimf,WBUseful,WBRelax,WBIntp,WBEnergy,WBDealpr,WBThkclr,WBGoodme,WBClsep,WBConfid,WBMkmind,WBLoved,WBIntthg,WBCheer
1106887,3,3,2,2,2,3,4,4,4,4,4,5,3,5
1106909,5,3,1,1,5,5,5,3,5,5,5,5,5,4
1047886,4,2,2,3,4,1,3,1,4,2,5,2,4,1
1047910,4,4,3,4,3,4,4,4,4,4,4,4,4,4
1047948,4,3,2,5,2,3,4,3,4,4,4,4,4,3
1048079,4,3,2,5,2,2,3,3,5,3,4,5,4,4
1053573,2,4,3,4,4,4,4,4,3,4,4,5,4,4
1053592,3,2,1,2,2,3,2,1,2,2,3,3,2,3
1067679,1,2,3,2,2,3,3,2,4,2,3,3,2,3
1070909,2,1,2,4,3,1,1,1,3,4,1,1,2,1
1024763,2,3,3,3,4,5,3,3,4,2,4,2,3,4
1044610,1,1,1,4,1,1,1,1,1,1,1,1,1,1
1051402,3,3,1,1,2,4,2,3,3,2,3,3,2,4
1038869,4,3,3,4,3,3,4,4,4,3,5,5,4,3
1038870,3,3,2,2,3,3,3,2,4,2,4,4,2,3
1067135,3,3,4,2,4,4,4,4,3,4,4,4,2,4
1067141,4,3,3,4,2,4,4,4,4,3,4,5,2,3
1067148,2,4,4,3,3,4,5,5,5,5,5,5,5,5
1032506,3,4,3,3,2,3,3,2,5,4,4,4,3,4
1032514,3,2,3,4,2,3,3,1,4,3,4,3,2,3
1032619,3,2,4,3,3,4,4,4,4,3,4,4,3,3
1050892,3,3,5,3,4,4,4,4,4,4,3,4,3,4
1036281,4,2,3,4,1,4,4,2,3,2,4,4,3,2
1036359,3,3,3,4,3,3,4,2,4,3,5,3,4,3
1051391,4,3,3,5,2,5,3,2,4,2,2,3,2,2
1065337,3,3,2,2,2,3,4,1,2,1,2,4,4,2
1015392,2,3,3,4,3,3,3,3,4,3,4,4,4,3
1023910,3,4,2,3,2,4,4,2,3,3,3,3,4,2
1023915,2,2,2,3,2,1,1,1,2,1,2,1,2,1
1023921,1,1,1,1,1,1,1,2,1,2,2,1,1,1
1027576,2,2,3,1,3,2,2,1,2,1,2,4,3,2
1027601,2,2,3,2,2,4,2,1,3,1,2,1,1,3
1027613,4,3,3,4,3,3,4,2,3,2,4,3,2,2
1027634,1,2,2,2,4,5,1,1,1,2,1,1,1,2
1052883,3,3,3,4,2,4,4,3,3,4,4,4,2,3
1057224,1,1,3,1,2,4,2,1,1,1,1,1,1,1
1057279,4,4,2,3,3,4,4,3,4,3,4,4,3,4
1057313,3,2,2,2,2,3,3,2,2,2,3,3,2,2
1058156,4,4,3,4,1,5,4,5,5,5,5,5,3,4
1058220,3,1,1,3,2,5,4,4,4,5,2,5,4,3
1082289,3,4,3,2,1,2,3,2,2,2,4,3,4,2
1015866,3,3,2,3,2,2,2,2,3,3,2,2,2,2
1025791,3,3,2,2,3,2,2,3,2,2,2,4,2,3
1025815,3,3,2,4,3,3,3,2,3,2,3,4,4,3
1025818,4,4,4,2,3,3,3,3,4,4,3,5,4,4
1044243,4,3,2,2,2,2,2,2,3,2,2,5,5,4
1044265,5,4,4,5,4,3,3,3,4,4,4,5,5,5
1019241,1,2,1,3,3,2,2,3,1,2,1,3,2,2
1019243,2,3,2,3,3,4,4,3,2,2,3,3,3,3
1029077,3,4,5,3,3,3,4,4,4,5,5,3,4,4
1036161,4,2,2,3,2,2,3,3,3,3,3,4,5,4
1071955,3,2,5,4,5,3,3,1,5,2,3,5,4,3
1025037,4,4,3,3,2,4,4,3,4,3,4,5,3,3
1025046,2,3,3,2,2,4,3,2,3,3,4,3,3,4
1031604,4,2,1,3,1,2,1,1,4,2,5,2,4,2
1036902,4,2,3,3,2,4,2,2,4,1,3,3,2,2
1079171,4,4,4,3,4,4,5,5,3,5,5,5,3,4
1015384,3,3,1,4,2,3,2,2,4,3,3,3,4,2
1026067,4,4,3,5,4,5,5,5,5,5,5,5,5,5
1026074,4,4,4,2,2,5,5,5,1,5,5,5,5,5
1026147,4,4,4,3,4,4,4,5,4,5,3,5,4,5
1026195,4,1,5,4,3,2,4,2,4,5,4,3,2,3
1035599,2,3,5,2,2,4,4,4,2,3,2,4,2,3
1035616,3,2,3,4,5,4,4,4,4,4,4,4,3,3
1045459,4,4,3,3,2,3,2,2,3,2,3,2,4,2
1061456,3,3,2,2,2,3,3,3,4,2,4,5,3,3
1065425,4,4,3,5,4,3,4,4,5,4,4,5,4,4
1065430,5,4,4,3,4,4,5,4,4,4,5,4,4,4
1065494,4,4,3,3,4,3,3,3,4,3,3,4,5,3
1065503,5,2,1,4,2,1,1,2,5,2,4,4,4,3
1067817,4,4,4,3,1,3,4,2,4,3,5,5,4,4
1070546,3,4,2,4,2,4,3,3,2,3,4,4,4,3
1072185,4,3,3,3,2,3,4,4,3,3,4,4,3,3
1077032,3,2,2,2,2,4,3,4,3,3,5,4,3,3
1054808,4,3,2,3,2,3,2,2,3,3,3,4,4,2
1064156,3,1,2,1,3,2,2,4,1,1,4,5,4,5
1073906,2,1,4,3,3,3,3,3,4,3,3,2,3,3
1073911,4,4,4,4,4,5,5,5,5,4,5,5,5,5
1078820,5,5,5,2,2,3,4,4,4,4,3,5,3,3
1078834,3,4,5,5,3,5,5,4,5,5,5,5,5,5
1078892,4,4,2,4,3,3,2,3,4,3,5,4,3,3
1079613,3,4,2,4,4,3,2,4,4,5,2,5,4,4
1099635,4,4,3,3,4,4,4,4,4,4,4,4,3,3
1077210,5,4,3,3,3,4,5,4,4,4,4,4,4,3
1079582,4,3,3,2,3,4,4,4,3,3,3,4,5,3
1095689,3,3,2,4,2,4,4,2,3,2,5,4,3,3
1028273,3,3,3,4,3,4,4,3,4,3,4,4,4,3
1028299,3,3,2,4,3,2,2,2,2,3,2,2,2,2
1028318,1,3,3,3,2,3,3,3,4,3,3,3,3,3
1028353,4,4,4,4,5,4,4,4,5,5,4,4,5,5
1028374,3,3,3,2,2,4,5,3,5,4,5,5,5,5
1028387,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1032296,3,3,2,4,2,3,3,3,4,4,4,3,4,3
1032316,3,1,5,3,2,3,3,4,5,2,3,4,3,3
1032326,3,4,3,2,2,2,3,3,3,3,2,4,4,4
1055574,2,2,2,4,4,1,1,1,1,4,4,5,5,5
1055618,2,4,5,4,3,4,5,5,5,4,4,4,5,5
1065073,1,2,3,3,2,2,3,2,2,2,2,3,2,2
1047652,3,2,2,4,2,3,2,2,3,3,3,3,3,3
1061984,3,2,2,3,2,2,3,2,2,2,4,3,3,2
1064097,3,3,3,3,2,3,2,3,3,3,2,4,4,4
1074244,2,2,4,2,2,4,3,2,4,3,5,4,4,3
1057937,3,2,2,3,3,2,1,3,2,5,3,2,3,4
1057954,5,3,3,2,2,3,3,3,3,3,3,2,3,3
1062064,5,4,5,3,4,4,5,5,4,5,5,5,4,5
1072551,2,3,2,4,2,1,1,2,1,1,3,4,3,2
1072572,2,3,3,2,2,3,4,3,4,3,4,5,4,3
1083105,3,3,2,1,3,4,3,3,1,1,1,3,1,5
1084218,4,5,3,3,5,4,3,4,3,4,5,5,5,5
1000073,3,2,3,3,2,4,4,2,4,2,3,3,3,3
1036047,3,3,2,4,2,2,2,1,3,1,2,1,3,1
1003176,4,4,4,3,2,4,4,4,4,4,4,4,3,4
1014668,3,4,4,2,2,4,4,4,3,5,4,4,4,5
1014669,3,3,4,3,3,3,3,3,3,3,3,3,3,3
1014685,4,4,3,3,4,4,4,4,3,3,5,5,5,4
1014724,3,3,3,2,3,3,4,2,4,3,4,3,3,3
1016115,2,2,2,3,2,4,3,3,3,3,3,3,3,2
1115441,2,1,1,3,1,2,1,1,1,1,2,3,1,4
1117593,2,1,2,1,1,3,3,2,1,4,3,3,4,3
1117599,4,3,3,4,2,4,4,2,3,3,5,3,3,3
1117611,5,2,2,4,1,3,2,2,3,2,3,2,5,3
1117656,3,3,4,3,3,4,4,4,3,3,4,5,3,5
1117723,2,2,2,2,3,4,2,2,2,2,3,4,2,2
1117758,3,4,3,2,4,3,3,2,5,3,4,5,2,3
1118821,3,2,4,2,3,2,5,5,4,2,5,5,5,3
1010861,4,3,2,4,4,2,3,3,4,3,4,5,4,5
1015681,5,4,4,5,2,5,5,3,5,5,5,5,5,5
1022622,3,2,3,4,3,2,2,2,3,2,3,3,2,3
1027481,5,4,5,1,4,5,5,5,3,5,4,5,3,3
1041373,4,3,3,2,3,4,3,2,4,3,4,4,3,3
1041524,3,2,1,2,1,1,1,1,1,1,2,5,4,3
1089242,4,3,2,3,3,3,3,3,3,3,3,3,3,3
1097358,4,3,2,3,2,3,3,2,2,3,3,3,3,4
1109664,1,3,1,3,1,2,3,2,3,4,4,5,5,3
1041680,2,1,1,3,2,1,1,1,1,1,3,2,3,3
1056029,2,1,1,2,1,2,2,1,3,1,2,4,2,2
1065520,4,4,4,3,3,4,4,4,3,4,5,4,4,4
1065534,4,3,3,2,2,3,3,3,3,3,4,4,3,4
1018497,4,2,4,3,2,4,3,3,3,2,4,3,4,3
1030464,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1030486,2,3,3,4,2,2,3,2,2,2,3,2,2,4
1030487,3,3,3,4,3,4,3,3,5,3,4,4,4,4
1030554,3,2,1,1,1,2,3,1,3,3,4,2,1,3
1030569,1,1,1,1,1,1,1,1,2,1,1,2,1,1
1056935,4,4,3,3,2,3,2,3,3,4,3,4,4,3
1002128,3,4,3,4,3,5,5,5,5,5,5,5,5,5
1002159,4,4,4,3,3,2,3,2,4,3,4,5,5,5
1002217,1,1,1,4,1,5,2,1,3,2,1,1,2,1
1014237,3,3,2,3,2,4,4,3,3,3,4,4,3,3
1098828,2,3,3,4,3,4,4,2,4,2,5,4,3,4
1099523,4,3,2,5,1,2,3,3,4,2,4,4,3,2
1099545,4,4,4,4,3,5,4,4,5,5,5,5,5,5
1102618,5,3,4,3,3,4,4,3,4,3,4,4,4,4
1103388,4,3,3,4,2,3,2,2,4,3,3,3,3,3
1103398,4,3,2,4,3,5,3,3,2,3,4,4,5,3
1049725,3,2,2,3,2,3,2,1,4,1,4,4,4,3
1055800,4,3,2,3,2,2,3,3,4,3,5,3,4,3
1061006,3,2,2,2,1,1,1,2,2,1,3,2,3,1
1061022,4,3,3,3,2,2,3,3,4,5,5,5,4,3
1066206,2,2,2,2,2,2,2,3,4,2,2,2,2,2
1066286,3,3,2,3,2,3,3,3,3,3,3,3,2,3
1073632,3,3,2,3,2,2,1,1,3,3,3,2,2,1
1069481,5,4,4,4,4,4,4,4,5,4,4,5,5,4
1084854,2,2,2,4,3,3,2,3,4,2,3,3,3,3
1084876,5,3,4,4,3,4,4,3,3,4,5,4,4,3
1087091,3,2,2,4,3,2,3,3,4,2,4,3,3,4
1096550,1,2,4,4,3,3,4,2,2,1,3,4,4,3
1097752,1,1,1,2,1,1,1,1,2,1,2,1,1,2
1061096,3,3,4,2,2,3,2,3,3,3,3,4,3,4
1091189,4,3,4,4,3,5,4,4,4,3,3,5,5,3
1091197,3,3,2,3,3,4,5,5,5,5,4,5,4,5
1091217,4,4,3,5,4,4,3,2,3,3,4,4,4,4
1102071,3,4,2,1,2,3,4,3,5,4,3,5,3,3
1013048,3,3,2,4,3,4,3,2,4,2,5,3,3,2
1030356,3,3,3,3,3,4,4,3,3,4,4,3,4,4
1043216,3,3,3,4,4,4,3,3,4,3,3,5,4,4
1043255,4,2,3,3,2,2,2,2,3,2,3,2,3,2
1072439,3,2,1,1,1,1,1,1,1,2,1,1,3,1
1042173,3,3,3,4,3,4,4,2,2,4,3,4,4,3
1053688,3,3,2,2,2,3,3,3,3,3,3,5,2,4
1053802,3,2,2,2,3,2,1,2,2,2,3,1,4,3
1068405,2,3,1,3,3,1,1,1,3,5,3,1,4,1
1081317,3,2,2,2,2,3,3,3,3,3,4,3,3,3
1010203,3,4,3,4,3,3,3,3,3,2,5,4,3,3
1010233,3,4,2,3,2,2,1,2,3,2,4,2,4,2
1060847,5,4,4,4,3,3,3,1,5,3,4,2,2,3
1000895,1,1,2,3,2,5,3,2,3,2,2,2,2,2
1030646,2,2,1,4,2,1,3,1,4,3,2,5,4,3
1030659,4,2,4,5,3,4,3,4,5,5,3,2,4,5
1034370,5,4,4,4,3,4,4,4,4,3,4,4,4,4
1079340,5,3,3,4,2,4,4,3,5,2,5,4,4,5
1079369,1,2,2,2,1,1,1,1,3,1,1,3,3,2
1079385,2,2,1,4,1,1,1,1,3,1,1,2,1,1
1087638,3,2,3,3,3,3,3,3,3,3,4,3,3,3
1111084,4,4,3,2,3,4,2,3,3,4,4,3,3,3
1112464,4,3,2,1,1,2,2,2,2,3,3,3,2,2
1017962,2,1,1,1,1,3,3,2,1,2,3,1,3,2
1000772,3,4,4,5,3,4,4,5,5,5,4,5,4,4
1007381,4,3,3,4,5,4,4,2,4,2,4,4,4,3
1027821,3,3,2,5,3,2,2,2,4,2,3,3,4,3
1001413,2,2,2,2,2,3,2,2,2,2,3,3,2,3
1001771,3,3,2,4,3,1,2,1,5,1,3,5,3,3
1001782,4,3,3,5,2,2,3,2,5,3,4,2,3,4
1020748,4,3,4,4,4,3,5,4,4,3,4,4,2,4
1026883,4,4,2,2,2,3,2,2,2,2,2,3,2,2
1034083,3,3,3,2,3,4,3,2,3,1,3,3,3,2
1080813,1,1,4,1,3,1,2,1,2,2,5,2,3,2
1080826,2,1,3,2,4,3,4,4,4,3,4,5,3,3
1003220,3,3,4,4,3,4,4,4,3,3,5,4,2,4
1003338,4,3,2,4,1,3,3,2,3,3,5,5,5,3
1008006,3,3,3,3,4,4,3,3,3,3,3,5,3,3
1005377,5,4,3,4,3,2,3,3,4,4,4,5,4,4
1005483,3,4,4,5,2,4,3,4,5,5,5,5,5,5
1005586,3,2,2,5,5,4,3,2,2,2,2,5,5,4
1003649,4,1,1,5,1,1,1,1,5,1,4,4,4,3
1057384,3,2,2,4,2,2,2,2,4,2,3,4,2,2
1045619,4,3,3,3,2,2,2,4,3,4,4,3,4,3
1045635,3,3,4,4,2,4,4,4,5,4,4,5,3,4
1045747,2,1,3,3,1,2,2,1,2,1,3,2,1,1
1045765,3,3,3,2,3,3,3,3,4,3,3,4,3,3
1045814,3,2,3,4,4,3,3,2,2,2,4,4,3,3
1044090,3,3,2,2,2,2,2,3,4,3,2,3,2,2
1040628,3,3,2,5,1,4,3,2,4,3,4,3,2,3
1040726,2,2,4,3,3,1,2,3,3,2,3,3,3,4
1040747,3,4,2,4,4,2,2,1,4,3,5,3,2,2
1040763,2,2,2,3,4,2,2,1,3,1,3,1,2,2
1040784,2,2,2,1,1,3,1,1,1,1,2,3,1,1
1040870,1,1,3,4,3,3,3,1,3,2,3,3,5,2
1040877,3,2,3,3,2,2,3,3,3,3,1,2,2,3
1040899,4,4,4,3,3,5,4,5,5,4,5,5,4,5
1040907,3,3,3,4,4,4,4,3,5,3,5,4,4,3
1047861,4,3,2,3,2,3,3,2,3,3,3,4,3,3
1064610,3,4,3,4,4,2,3,3,4,4,5,4,4,4
1007523,4,3,2,2,3,4,2,2,3,2,2,5,4,5
1007549,1,1,1,3,1,1,1,1,2,1,3,3,2,1
1007558,1,2,1,3,1,1,1,1,1,1,1,2,2,1
1007586,3,3,3,4,2,4,3,3,5,3,3,3,3,3
1085921,3,2,2,3,1,4,4,2,3,1,2,3,2,4
1086644,1,2,3,3,2,3,2,1,3,1,3,4,2,1
1086646,3,3,3,4,3,3,3,3,4,3,3,5,4,4
1086884,3,2,2,4,2,3,2,1,4,1,3,3,3,2
1086980,1,3,4,3,3,4,4,3,4,4,5,3,4,4
1086997,4,4,5,3,4,5,4,4,3,3,4,4,4,4
1086999,2,2,3,4,2,5,3,3,3,2,5,4,3,3
1003017,3,3,2,4,3,4,4,3,2,4,2,4,4,4
1003067,3,2,4,2,2,3,4,2,3,2,3,2,4,3
1005159,2,3,3,2,2,4,4,4,2,2,3,5,4,2
1005237,3,3,3,3,3,3,3,3,3,4,4,4,3,4
1009969,3,1,2,3,3,2,1,1,1,1,1,2,3,3
1008689,4,2,3,4,2,3,3,2,3,3,3,5,4,4
1037110,4,3,2,3,3,3,3,2,3,2,2,3,3,3
1037132,4,4,4,3,4,4,2,3,4,4,4,5,4,5
1047741,3,3,2,3,3,1,3,2,4,1,1,4,3,3
1047794,4,3,3,4,2,3,3,3,3,3,5,5,4,3
1061626,3,2,2,3,2,2,2,2,3,2,5,4,4,3
1017300,2,1,2,1,1,2,1,1,1,1,2,1,1,1
1019464,4,4,3,4,4,4,4,4,4,5,4,5,4,4
1019560,4,2,2,3,3,3,2,2,4,2,4,2,4,3
1027488,4,3,3,3,3,3,3,3,3,4,4,3,3,2
1027717,2,2,4,5,2,1,2,2,4,1,1,2,1,4
1043463,1,3,4,1,4,1,3,5,5,4,3,5,5,5
1072683,3,3,3,2,3,2,2,4,4,4,3,4,4,3
1072009,2,2,2,3,3,1,1,1,1,1,2,2,2,2
1072029,1,2,2,1,1,3,3,2,1,3,4,4,4,2
1080423,3,3,2,3,2,2,3,4,4,3,3,5,4,3
1001661,4,3,2,2,3,2,2,2,2,1,3,2,2,2
1002252,2,2,1,2,2,2,2,2,2,1,2,3,2,2
1003719,4,3,3,4,2,3,4,3,4,3,4,4,4,4
1003810,4,4,4,4,3,5,5,5,5,4,3,5,5,5
1003817,4,2,1,2,2,1,2,1,3,1,5,2,3,1
1003822,3,2,1,3,1,4,4,2,5,3,5,5,2,3
1052008,4,3,3,2,3,4,4,4,4,4,4,4,4,4
1063276,3,3,3,2,2,3,4,3,3,3,4,4,3,3
1022530,3,4,2,3,3,4,4,4,4,4,4,4,4,4
1023126,3,1,4,4,3,1,3,2,4,2,4,4,2,4
1023192,3,2,3,3,3,2,2,2,3,2,2,2,3,2
1023232,4,4,3,3,2,3,5,4,3,4,4,5,3,3
1042054,3,3,3,3,3,4,4,4,4,4,3,5,4,4
1042067,2,2,2,2,1,3,3,2,2,2,3,4,2,2
1044559,4,3,2,2,1,3,4,3,3,2,1,3,3,4
1023378,3,3,3,3,3,4,4,3,4,4,4,4,3,3
1034742,4,4,2,4,2,2,3,1,4,2,4,3,4,2
1034783,5,5,3,5,2,1,2,1,5,1,4,4,5,4
1034834,1,2,3,4,4,3,1,1,5,2,5,4,2,2
1034860,4,3,3,3,3,3,5,4,2,1,5,5,5,4
1082406,4,5,5,3,5,3,4,5,4,5,5,5,5,5
1018647,2,2,3,3,5,2,2,1,3,2,5,4,3,3
1018666,4,3,2,4,2,3,2,3,5,2,4,5,5,3
1018734,3,2,3,4,4,3,3,2,4,2,3,4,4,3
1028817,2,4,4,2,3,2,2,3,2,4,4,4,4,4
1028924,3,3,4,5,1,3,3,4,4,3,3,5,3,3
1039924,4,4,3,4,3,4,4,3,4,4,4,4,3,4
1057596,3,2,3,3,3,2,3,2,1,2,3,3,2,3
1007083,4,4,4,3,4,4,4,4,5,4,4,5,3,4
1009904,4,4,3,2,3,4,5,5,5,4,5,5,3,5
1017130,3,2,3,4,2,4,4,2,4,2,4,5,2,4
1046783,1,3,4,2,4,1,5,4,5,1,3,4,3,5
1046801,3,3,3,4,2,4,4,3,3,3,4,4,3,3
1046806,3,3,3,3,3,2,2,2,2,3,2,4,2,3
1044731,4,2,2,3,3,2,2,1,4,3,4,2,3,2
1044774,4,4,4,2,3,3,3,4,3,4,3,5,4,4
1044779,2,2,2,2,3,4,2,1,2,2,3,4,1,2
1044859,4,4,3,2,4,5,5,5,5,4,5,3,4,4
1061397,1,2,2,2,2,1,1,1,2,4,4,3,4,2
1076290,3,3,2,2,3,1,1,2,1,1,2,2,1,3
1082365,1,3,4,4,4,3,4,4,4,4,5,5,4,5
1021288,4,3,2,3,2,3,2,3,2,2,2,4,4,3
1030894,3,3,4,4,4,5,3,2,4,3,4,4,4,4
1080647,4,4,3,4,4,5,4,2,5,2,4,3,3,4
1086471,3,2,3,3,3,3,4,2,3,4,4,3,3,3
1086529,2,2,3,2,3,3,4,2,2,2,3,2,1,2
1086536,3,2,3,2,3,4,4,2,4,4,4,2,4,3
1086554,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1086595,5,4,4,1,3,4,4,5,3,4,5,5,5,5
1102101,5,1,4,4,3,5,5,5,4,3,5,5,5,4
1000482,2,2,2,4,3,2,2,1,2,1,2,4,1,3
1000556,3,2,1,1,1,1,1,1,1,1,2,5,3,1
1000576,4,3,4,3,4,5,5,5,5,4,4,5,4,5
1000580,4,3,3,3,3,3,3,4,5,5,5,3,4,4
1000605,2,3,3,4,3,4,3,3,3,3,4,4,4,3
1000632,4,3,3,4,3,4,4,4,4,4,4,4,4,4
1000649,3,3,3,4,2,4,4,4,3,3,5,4,3,4
1015214,4,3,4,5,3,3,3,4,5,4,5,5,3,4
1018444,4,5,4,3,5,4,5,5,4,5,5,5,5,5
1058473,4,3,5,4,2,5,5,3,4,2,3,4,4,5
1065787,3,3,3,4,2,4,4,3,4,3,2,5,4,4
1065803,5,4,4,5,3,5,4,3,3,4,5,4,5,4
1065805,4,5,4,3,3,1,5,1,1,1,5,5,5,5
1065826,3,2,2,2,3,2,2,1,2,1,2,2,3,2
1065871,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1065921,3,1,2,2,2,1,2,2,1,2,3,1,1,2
1065936,4,3,2,5,4,4,4,3,4,2,3,5,4,5
1075228,3,3,4,2,4,3,5,3,4,5,3,5,2,4
1078946,5,2,2,4,4,2,2,3,2,2,4,3,5,3
1078950,4,2,2,3,2,2,3,3,3,3,4,3,3,2
1054572,4,2,3,2,3,3,4,4,4,3,3,4,2,3
1058074,3,2,2,3,1,3,2,2,4,4,3,2,3,3
1063693,4,3,3,4,3,2,2,3,3,3,3,2,2,2
1005677,4,2,1,3,1,3,2,1,4,2,4,3,2,2
1023591,4,3,2,3,1,2,3,3,4,3,4,4,2,3
1023638,3,4,4,1,4,1,3,4,3,4,4,4,2,3
1056942,5,3,2,2,2,4,2,2,2,2,4,2,2,2
1001277,3,3,3,4,3,4,3,4,4,3,4,5,4,4
1001294,3,1,1,2,1,2,2,1,2,1,2,1,2,2
1004317,3,2,2,2,2,2,2,2,2,2,2,3,2,3
1023942,2,1,1,2,1,2,2,1,1,1,2,2,2,2
1000424,1,2,2,2,2,1,1,1,2,1,2,3,2,1
1041164,3,2,2,2,3,3,4,2,3,2,3,3,3,2
1003884,3,4,2,4,1,3,4,4,4,2,3,4,3,4
1004686,4,4,4,2,2,4,4,3,3,3,4,4,3,3
1004760,3,2,3,5,2,4,2,2,3,2,3,4,1,3
1022995,3,2,1,2,1,2,2,1,2,1,3,3,4,1
1001911,2,3,5,4,2,3,3,3,4,3,2,4,5,3
1013106,2,2,2,1,2,1,2,2,1,1,2,2,1,2
1013135,3,3,4,4,3,2,3,2,4,2,3,3,4,3
1052405,1,2,3,3,2,1,3,2,4,2,3,4,3,2
1052486,4,3,3,4,3,4,4,2,3,1,3,2,4,3
1037492,3,1,2,3,2,2,2,1,4,2,5,4,3,2
1037543,3,3,3,3,3,3,4,5,5,3,4,5,4,5
1037675,3,3,2,4,2,3,3,2,4,3,5,5,3,3
1042998,5,5,4,4,5,5,5,5,5,5,5,5,5,5
1043016,3,3,2,3,2,3,3,3,3,3,3,3,2,3
1043029,2,3,4,3,4,5,3,4,4,3,4,5,4,5
1001555,3,3,4,4,4,4,4,4,5,4,4,4,4,4
1001614,2,2,3,3,2,2,2,2,3,2,1,4,4,3
1007833,3,3,4,4,3,3,3,4,4,4,4,5,5,5
1007858,3,3,2,3,2,2,2,2,3,2,3,4,3,3
1007860,3,2,2,5,4,2,3,2,3,1,5,5,4,3
1007884,3,3,2,5,3,2,3,2,4,2,1,3,5,3
1007919,2,3,4,3,1,1,3,2,3,2,4,2,1,2
1017703,3,3,2,3,5,5,4,2,5,4,5,4,4,4
1017716,4,2,5,3,1,4,5,3,3,4,4,5,4,4
1008845,3,2,2,4,3,5,3,3,3,3,3,3,3,3
1008895,4,3,2,4,2,3,4,3,4,3,5,3,2,3
1016878,4,3,3,2,2,4,5,4,4,4,5,4,4,3
1016921,2,3,5,4,2,3,2,2,3,2,4,3,2,2
1042125,3,3,4,4,5,4,2,2,3,4,3,2,3,3
1052950,2,3,2,4,3,2,2,2,4,1,3,3,2,2
1024439,3,4,3,4,1,2,2,1,3,1,3,3,3,3
1024474,3,4,4,3,3,4,3,3,4,3,4,4,3,3
1024526,4,3,3,3,2,3,3,3,4,4,4,4,3,3
1043934,3,3,3,3,3,4,4,4,4,4,5,5,5,5
1050012,4,3,3,2,4,3,3,3,4,4,3,2,3,4
1052970,4,3,3,4,2,2,2,1,3,1,4,4,3,5
1011965,5,4,3,4,4,3,3,3,3,2,5,5,5,4
1026489,3,2,4,4,4,4,4,4,4,4,4,4,3,3
1039611,5,3,3,2,4,3,4,2,3,1,4,2,5,4
1037034,2,2,3,4,3,5,4,2,1,4,3,4,5,3
1037054,4,4,4,4,3,4,4,4,4,4,4,4,4,5
1048585,4,3,4,3,3,3,3,4,5,4,3,4,3,4
1048600,4,3,3,3,3,5,5,5,5,5,5,5,5,5
1074331,4,4,4,4,4,3,3,2,2,3,4,4,4,3
1057449,4,3,3,1,4,5,3,5,5,5,3,5,4,3
1057498,3,1,3,3,4,2,1,1,5,2,1,4,3,3
1057528,2,2,3,4,3,5,4,2,4,3,3,4,2,2
1073673,3,3,3,4,3,2,3,3,4,3,3,4,4,4
1073781,3,3,2,3,3,3,3,3,3,2,3,3,3,3
1073792,2,3,3,3,2,2,2,1,3,1,2,3,2,1
1073831,2,2,3,4,2,1,3,4,4,4,4,3,4,4
1079043,2,4,4,3,4,1,5,4,3,3,4,4,3,4
1018990,3,2,4,4,4,3,3,2,4,3,4,4,2,4
1051267,3,3,3,2,1,1,4,2,1,1,3,5,3,3
1064241,3,3,3,3,3,2,3,2,1,2,3,1,2,3
1084236,4,2,1,3,1,1,2,2,3,2,3,4,4,1
1059082,2,1,2,2,1,1,2,2,1,2,2,3,2,1
1059088,4,3,2,4,2,4,4,2,4,4,4,4,4,2
1059242,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1077834,3,3,3,3,2,4,4,3,3,2,5,5,3,3
1077843,3,2,2,3,3,4,4,2,5,1,4,3,2,2
1077890,1,2,1,2,3,3,2,3,3,2,3,3,1,2
1107271,3,3,2,3,2,3,2,2,3,2,2,4,2,2
1066480,4,3,2,2,2,4,5,2,2,4,5,3,5,3
1066499,3,3,2,4,3,2,2,1,3,1,3,4,4,3
1097602,4,5,3,3,3,3,3,3,3,3,3,5,3,3
1087340,4,3,2,4,2,1,3,2,2,3,4,4,3,2
1076104,3,2,4,4,3,2,3,2,5,1,2,3,3,4
1108630,2,3,2,3,3,1,2,1,2,1,3,2,2,1
1084607,3,1,1,2,1,1,1,1,5,2,2,4,2,2
1050639,4,4,4,4,3,3,3,3,5,3,5,5,4,4
1031569,5,2,2,4,2,4,4,3,3,3,2,4,4,2
1072847,2,2,2,2,2,4,2,2,3,2,4,3,2,3
1014360,4,2,3,3,3,2,2,2,3,2,4,1,3,3
1090798,3,3,1,3,3,1,3,2,3,2,4,5,3,3
1036224,3,2,1,5,3,4,4,2,5,3,4,5,4,4
1036263,5,3,2,2,2,4,4,3,3,2,5,4,4,3
1015465,3,1,2,4,2,1,1,1,4,1,4,2,2,1
1057262,2,3,4,2,3,2,4,4,2,5,5,5,5,5
1032344,3,3,3,3,2,2,2,2,3,1,5,3,4,3
1070828,2,2,2,2,3,3,2,2,4,2,3,2,2,3
1018603,3,2,2,4,2,3,4,2,4,1,5,4,3,3
1091171,4,4,3,3,2,2,3,3,4,3,4,4,4,3
1034500,3,4,3,3,3,3,3,3,3,4,4,3,5,3
1047783,4,3,2,5,3,5,3,2,3,1,2,5,4,2
1028881,3,3,4,3,4,4,3,3,4,2,2,3,5,3
