Serial,male,minority,deprived
1108196,0,0,1
1092496,0,0,0
1102679,0,0,0
1112723,0,1,0
1096012,0,0,1
1059540,0,0,0
1076509,0,1,1
1030718,0,1,1
1072825,0,1,1
1049046,0,1,0
1049084,0,0,0
1067688,0,0,1
1027581,0,1,1
1057314,0,1,1
1082285,0,0,1
1082287,0,0,1
1062260,0,0,0
1035662,0,1,1
1072647,0,0,0
1061107,0,0,0
1000871,0,0,0
1007336,0,0,1
1001213,0,0,0
1034738,0,0,1
1000399,0,0,0
1017779,0,1,1
1025714,0,0,1
1001903,0,0,0
1067160,0,0,0
1019014,0,0,0
1102130,0,1,1
1115291,0,0,1
1102479,0,0,0
1063993,0,1,1
1033269,0,1,1
1032715,0,0,0
1002037,0,0,0
1026689,0,1,1
1119503,0,0,0
1071914,0,1,1
1055396,0,1,1
1065133,0,1,1
1032026,0,1,1
1019781,0,0,0
1022058,0,1,1
1098904,0,0,0
1071874,0,1,1
1014352,0,1,1
1012722,0,1,0
1109295,0,0,1
1039229,0,0,1
1000368,0,0,0
1017795,0,0,1
1073786,0,0,1
1016362,0,1,1
1043942,0,1,0
1026705,0,1,1
1002248,0,0,1
1006728,0,1,0
1095705,0,1,1
1004018,0,0,1
1036800,0,0,1
1099539,0,0,0
1026079,0,1,1
1041415,0,0,0
1065558,0,1,1
1043265,0,0,1
1080831,0,0,1
1019962,0,0,0
1034781,0,0,1
1001451,0,0,0
1035029,0,1,1
1075563,0,0,1
1011058,0,1,0
1100612,0,0,1
1043389,0,1,1
1047561,0,1,1
1040003,0,1,0
1065312,0,1,1
1012316,0,0,0
1103374,0,0,1
1080834,0,0,1
1097469,0,0,1
1097082,0,0,0
1049229,0,0,1
1048883,0,0,1
1045935,0,0,1
1014321,0,1,1
1093398,0,0,0
1015426,0,0,0
1043218,0,0,1
1066278,0,1,1
1090024,0,0,0
1043288,0,1,1
1110591,0,1,1
1102573,0,0,0
1031256,0,0,1
1002575,0,1,1
1067184,0,0,0
1059667,0,0,0
1072980,0,0,1
1056107,0,0,1
1065522,0,1,1
1090731,0,0,1
1007197,0,0,1
1013138,0,0,1
1048616,0,0,1
1077852,0,0,1
1101089,0,0,0
1073057,0,1,1
1048739,0,0,0
1030439,0,0,1
1031289,0,1,1
1091172,0,1,1
1001501,0,0,0
1023401,0,0,0
1086389,0,0,1
1000481,0,0,1
1043650,0,0,1
1058223,0,0,1
1007995,0,0,1
1087204,0,0,0
1087341,0,0,0
1097211,0,0,1
1093950,0,0,0
1094114,0,0,0
1094123,0,0,0
1094176,0,0,0
1094195,0,0,0
1097473,0,0,1
1097474,0,0,1
1097487,0,0,1
1074729,0,0,0
1074736,0,0,0
1074737,0,0,0
1074860,0,0,0
1074870,0,0,0
1074930,0,0,0
1074996,0,0,0
1075002,0,0,0
1075006,0,0,0
1075023,0,0,0
1084336,0,0,1
1084390,0,0,1
1100618,0,0,1
1111601,0,0,1
1111640,0,0,1
1099609,0,0,1
1105719,0,1,0
1105727,0,0,0
1105732,0,0,0
1105884,0,0,0
1105911,0,0,0
1105987,0,0,0
1106539,0,0,1
1075775,0,0,0
1075914,0,0,0
1075963,0,0,0
1076083,0,0,0
1086312,0,0,1
1108730,0,0,0
1080926,0,0,0
1080981,0,0,0
1090227,0,0,1
1090229,0,0,1
1090239,0,1,1
1113007,0,1,1
1118406,0,0,0
1118447,0,0,0
1118458,0,0,0
1118481,0,0,0
1118517,0,0,0
1118523,0,0,0
1119438,0,1,1
1096121,0,0,0
1096147,0,0,0
1096295,0,0,0
1096335,0,0,0
1096442,0,0,0
1109253,0,1,0
1114694,0,0,0
1114701,0,0,0
1114722,0,0,0
1114736,0,0,0
1114804,0,0,0
1114960,0,0,0
1115040,0,0,0
1118705,0,0,1
1119487,0,0,0
1114289,0,1,0
1114351,0,0,0
1114390,0,0,0
1114458,0,0,0
1114500,0,0,0
1114605,0,0,0
1115144,0,0,1
1116477,0,0,0
1116563,0,0,0
1116631,0,0,0
1118217,0,0,1
1119521,0,1,0
1119699,0,1,1
1119808,0,1,0
1119814,0,0,0
1119999,0,0,1
1113442,0,0,0
1113658,0,0,0
1115223,0,0,1
1115299,0,0,1
1117784,0,0,0
1117790,0,0,0
1118062,0,1,1
1119246,0,0,1
1096865,0,0,0
1096870,0,0,0
1096999,0,0,0
1097108,0,0,0
1100701,0,1,0
1108093,0,0,1
1102325,0,0,0
1102335,0,0,0
1102483,0,0,0
1102594,0,0,0
1108681,0,0,1
1108690,0,1,1
1108707,0,0,1
1108293,0,0,0
1108322,0,0,0
1108438,0,0,0
1108444,0,1,0
1108503,0,0,0
1108547,0,0,0
1109394,0,1,0
1110832,0,0,1
1110954,0,0,1
1093418,0,0,0
1093425,0,0,0
1093441,0,0,0
1093442,0,0,0
1093449,0,0,0
1093499,0,0,0
1093588,0,0,0
1093613,0,0,0
1093623,0,0,0
1097517,0,0,1
1101274,0,0,0
1101316,0,0,0
1101379,0,0,0
1101472,0,0,0
1108193,0,0,1
1108207,0,0,1
1108220,0,0,1
1109766,0,1,0
1112967,0,0,1
1105243,0,0,0
1105304,0,0,0
1105338,0,0,0
1109145,0,1,1
1117995,0,0,1
1092388,0,0,0
1092416,0,0,0
1092488,0,0,0
1092501,0,0,0
1092511,0,0,0
1092658,0,0,0
1090007,0,0,0
1093758,0,0,1
1107793,0,0,0
1107798,0,0,0
1107846,0,0,0
1107894,0,0,0
1107959,0,0,0
1108025,0,0,0
1108036,0,0,0
1109483,0,0,1
1113041,0,1,1
1114269,0,0,1
1100764,0,0,0
1100824,0,0,0
1100834,0,0,0
1100835,0,0,0
1102216,0,0,0
1102682,0,0,0
1102684,0,0,0
1106361,0,0,1
1106369,0,0,1
1106376,0,0,1
1106380,0,0,1
1111700,0,0,0
1111835,0,0,0
1112061,0,0,0
1115338,0,1,0
1115347,0,1,0
1116796,0,1,1
1084491,0,0,0
1084526,0,0,0
1084580,0,0,0
1084629,0,0,0
1096014,0,0,1
1099653,0,0,0
1099654,0,0,0
1099666,0,0,0
1099760,0,0,0
1099778,0,0,0
1099811,0,0,0
1099878,0,0,0
1099881,0,0,0
1099905,0,1,0
1099959,0,0,0
1100004,0,0,0
1109643,0,0,1
1109647,0,1,1
1115480,0,0,1
1091337,0,0,1
1091345,0,0,1
1091458,0,0,0
1091521,0,0,0
1091619,0,0,0
1091696,0,0,0
1091725,0,0,0
1083689,0,1,0
1091773,0,0,0
1091813,0,0,0
1091830,0,0,0
1091921,0,0,0
1091969,0,0,0
1094279,0,0,1
1094360,0,0,1
1094365,0,0,1
1102744,0,0,1
1077976,0,0,0
1079493,0,0,1
1079529,0,0,1
1006130,0,0,0
1006147,0,0,0
1006162,0,0,0
1006199,0,0,0
1006224,0,1,0
1006286,0,0,0
1021365,0,1,1
1016169,0,0,0
1020223,0,0,0
1020310,0,0,0
1020328,0,0,0
1020382,0,0,0
1053069,0,0,0
1053113,0,0,0
1053219,0,0,0
1068448,0,0,1
1068467,0,0,1
1068473,0,0,1
1068502,0,0,1
1068514,0,0,1
1068525,0,0,1
1000261,0,0,0
1019419,0,0,0
1019420,0,0,0
1028752,0,1,0
1038231,0,1,0
1038246,0,0,0
1038435,0,0,0
1046053,0,0,1
1059873,0,0,0
1060008,0,0,0
1060091,0,0,0
1081446,0,0,0
1051889,0,0,0
1051928,0,0,0
1051933,0,0,0
1051945,0,0,0
1064024,0,0,1
1036947,0,1,0
1065709,0,0,1
1065747,0,1,1
1067185,0,1,0
1067827,0,1,1
1068002,0,1,1
1083410,0,1,1
1083433,0,1,1
1022629,0,0,0
1022637,0,0,0
1046289,0,0,1
1046300,0,0,1
1049188,0,1,0
1049196,0,1,0
1071856,0,1,1
1072523,0,0,1
1030665,0,1,1
1030707,0,0,1
1030713,0,1,1
1030729,0,1,1
1030753,0,1,1
1030779,0,1,1
1036509,0,0,1
1065364,0,1,1
1065376,0,1,1
1069165,0,0,1
1069179,0,0,1
1031186,0,0,1
1042239,0,1,1
1071764,0,1,0
1021549,0,1,1
1021565,0,1,1
1021568,0,0,1
1021572,0,0,1
1044285,0,0,1
1044291,0,0,1
1049275,0,1,1
1049413,0,1,1
1071735,0,1,1
1005928,0,0,0
1007817,0,1,0
1013673,0,0,1
1013689,0,0,1
1016056,0,1,1
1016090,0,1,1
1055511,0,1,1
1072820,0,1,1
1072821,0,1,1
1072902,0,1,1
1083992,0,0,1
1033224,0,1,1
1033240,0,1,1
1040435,0,1,1
1050369,0,0,1
1050386,0,1,1
1002498,0,0,1
1004028,0,1,1
1008764,0,1,1
1010653,0,1,1
1025425,0,1,1
1025453,0,1,1
1025470,0,1,1
1025505,0,1,1
1038572,0,0,1
1059059,0,0,1
1059063,0,1,1
1016803,0,0,1
1014195,0,0,0
1043287,0,1,1
1043305,0,1,1
1043390,0,1,1
1043393,0,1,1
1078617,0,1,1
1004061,0,0,1
1004117,0,0,1
1014381,0,1,1
1014973,0,0,1
1026979,0,1,1
1021445,0,1,1
1031024,0,1,0
1015313,0,0,1
1015354,0,0,1
1031283,0,1,1
1047512,0,1,1
1070413,0,1,1
1010622,0,1,0
1026635,0,1,1
1026650,0,1,1
1026652,0,1,1
1026692,0,1,1
1026697,0,1,1
1026706,0,1,1
1030066,0,1,1
1030097,0,1,1
1066143,0,1,1
1017333,0,1,1
1017451,0,1,1
1017457,0,1,1
1023758,0,0,1
1023782,0,0,1
1037292,0,1,1
1037351,0,1,1
1037417,0,1,1
1037443,0,1,1
1003104,0,0,0
1009895,0,0,1
1039624,0,1,0
1054186,0,1,1
1007409,0,0,1
1013521,0,1,1
1018019,0,1,0
1018033,0,1,0
1033883,0,1,1
1006485,0,0,0
1023846,0,0,1
1040005,0,1,0
1041271,0,1,0
1048956,0,0,0
1048973,0,0,0
1048984,0,1,0
1049051,0,0,0
1049065,0,0,0
1049124,0,0,0
1049136,0,0,0
1058889,0,0,1
1077429,0,0,1
1090777,0,0,0
1094717,0,1,1
1097883,0,0,1
1097917,0,0,1
1100090,0,1,0
1101793,0,1,1
1048001,0,0,0
1048082,0,0,0
1053564,0,1,0
1067646,0,0,1
1067664,0,1,1
1024767,0,0,0
1024810,0,0,0
1024867,0,0,0
1044668,0,0,1
1051415,0,1,0
1071613,0,0,1
1072970,0,0,1
1072987,0,0,1
1037762,0,1,0
1038895,0,0,0
1038908,0,0,0
1038936,0,0,0
1067706,0,0,1
1032523,0,0,0
1032553,0,0,0
1032590,0,0,0
1032666,0,0,0
1032690,0,0,0
1032691,0,0,0
1050860,0,0,1
1050905,0,0,1
1050931,0,0,1
1071653,0,1,1
1073356,0,0,1
1036245,0,0,0
1036412,0,0,0
1048175,0,0,1
1051392,0,1,0
1077142,0,0,1
1015494,0,0,0
1015520,0,0,0
1023899,0,1,1
1023917,0,1,1
1027570,0,0,1
1052223,0,1,0
1052234,0,1,0
1057203,0,1,1
1057299,0,1,1
1058119,0,0,1
1058123,0,1,1
1058180,0,0,1
1058181,0,0,1
1058189,0,0,1
1058218,0,0,1
1074424,0,0,1
1082291,0,0,1
1082313,0,1,1
1012212,0,0,0
1031928,0,0,1
1031935,0,0,1
1032013,0,0,1
1070509,0,0,1
1015814,0,0,0
1015849,0,1,0
1015913,0,0,0
1015933,0,0,0
1020734,0,0,0
1033394,0,1,0
1050647,0,1,1
1025821,0,0,0
1025827,0,0,0
1025848,0,0,0
1025874,0,0,0
1025985,0,0,0
1032448,0,0,1
1019254,0,0,0
1029087,0,1,1
1036063,0,0,0
1036148,0,0,0
1014424,0,0,0
1014459,0,0,0
1014481,0,0,0
1014492,0,0,0
1014618,0,1,0
1014627,0,0,0
1043832,0,0,1
1036833,0,0,1
1036844,0,0,1
1044349,0,1,1
1044386,0,1,1
1075589,0,0,1
1026087,0,1,1
1026098,0,1,1
1026119,0,1,1
1026125,0,1,1
1026126,0,1,1
1035584,0,0,1
1035632,0,0,1
1045461,0,1,1
1049434,0,0,0
1049438,0,0,0
1049439,0,0,0
1049540,0,1,0
1049545,0,0,0
1049546,0,0,0
1049554,0,0,0
1049556,0,0,0
1049564,0,0,0
1049594,0,0,0
1061470,0,0,1
1061482,0,0,1
1065472,0,1,0
1065499,0,0,0
1072200,0,1,1
1072213,0,1,1
1054726,0,0,0
1064139,0,0,1
1073921,0,1,0
1073924,0,1,0
1078826,0,1,1
1078841,0,1,1
1078864,0,1,1
1099637,0,1,1
1068897,0,0,0
1077246,0,0,1
1077282,0,0,1
1085650,0,1,1
1095694,0,1,1
1028258,0,1,0
1030115,0,0,0
1030144,0,0,0
1071488,0,1,0
1032418,0,0,0
1032425,0,0,0
1032444,0,0,0
1041950,0,0,1
1041960,0,0,1
1041967,0,0,1
1065067,0,1,1
1065096,0,1,1
1065142,0,1,1
1065145,0,1,1
1047668,0,1,0
1050560,0,0,0
1050592,0,0,0
1050602,0,0,0
1061943,0,1,1
1062002,0,1,1
1064094,0,0,1
1064112,0,0,1
1064125,0,0,1
1076242,0,0,1
1057902,0,1,0
1057994,0,1,0
1058009,0,1,0
1058042,0,1,0
1062099,0,0,0
1072559,0,1,1
1000062,0,0,0
1002478,0,1,0
1002371,0,0,1
1014663,0,1,1
1014694,0,1,1
1014702,0,1,1
1014767,0,1,1
1016104,0,1,0
1016158,0,1,0
1032022,0,1,1
1113115,0,0,0
1114103,0,1,0
1114104,0,1,0
1117771,0,0,1
1010836,0,0,1
1010868,0,0,1
1015559,0,0,0
1015648,0,0,0
1018057,0,0,1
1018146,0,0,1
1027468,0,1,1
1028722,0,0,1
1070734,0,0,1
1070745,0,0,1
1070760,0,0,1
1070844,0,0,1
1050289,0,1,0
1056015,0,0,1
1056057,0,0,1
1056079,0,0,1
1065571,0,1,1
1065579,0,1,1
1065590,0,1,1
1018506,0,1,0
1030505,0,0,1
1030507,0,0,1
1070952,0,0,1
1002038,0,0,0
1002190,0,0,0
1099434,0,0,0
1099567,0,0,0
1099586,0,0,0
1103397,0,0,1
1060937,0,0,1
1061010,0,0,1
1066196,0,1,1
1066309,0,1,1
1069456,0,0,0
1069503,0,0,0
1084868,0,0,1
1084927,0,0,1
1085000,0,0,1
1085012,0,0,1
1087076,0,1,1
1087090,0,1,1
1090550,0,0,1
1096515,0,0,1
1096529,0,0,1
1096534,0,0,1
1096564,0,0,1
1096585,0,0,1
1061118,0,0,0
1089571,0,0,1
1089642,0,0,1
1089675,0,0,1
1091257,0,1,1
1091263,0,1,1
1091275,0,1,1
1101099,0,0,1
1013036,0,0,0
1043172,0,0,1
1043197,0,0,1
1043258,0,0,1
1064432,0,1,1
1064433,0,0,1
1064434,0,1,1
1072398,0,0,1
1072414,0,0,1
1056669,0,1,0
1068377,0,1,1
1068394,0,1,1
1010210,0,0,0
1010249,0,0,0
1014805,0,0,1
1014879,0,0,1
1000914,0,0,0
1002630,0,1,0
1007167,0,0,1
1013640,0,0,1
1013650,0,0,1
1013657,0,0,1
1069255,0,0,1
1020019,0,0,0
1020058,0,0,0
1030644,0,1,1
1034479,0,0,1
1034485,0,0,1
1079195,0,0,0
1079319,0,0,0
1087621,0,0,1
1106454,0,0,0
1112466,0,1,1
1010711,0,0,0
1017910,0,0,1
1018015,0,0,1
1027540,0,0,1
1000460,0,1,0
1000759,0,0,0
1000797,0,0,0
1007213,0,0,1
1007295,0,0,1
1007354,0,0,1
1048879,0,0,1
1001390,0,0,0
1001395,0,1,0
1001435,0,0,0
1001701,0,0,1
1001777,0,0,1
1001788,0,0,1
1026810,0,0,0
1026818,0,0,0
1033936,0,0,1
1033967,0,0,1
1033970,0,1,1
1034032,0,0,1
1034080,0,0,1
1076925,0,0,0
1090680,0,1,1
1003262,0,0,0
1003286,0,0,0
1003328,0,0,0
1017071,0,0,0
1022237,0,0,1
1004481,0,0,0
1004492,0,0,0
1007986,0,0,1
1008036,0,0,1
1008055,0,0,1
1022116,0,0,0
1005526,0,0,0
1005540,0,0,0
1005622,0,0,0
1027939,0,0,1
1027951,0,0,1
1003474,0,0,0
1003478,0,0,0
1003597,0,0,0
1003657,0,0,0
1021385,0,0,1
1001071,0,0,0
1001165,0,0,0
1034121,0,0,0
1034128,0,0,0
1045615,0,0,0
1045659,0,0,0
1045697,0,0,0
1045740,0,0,0
1045766,0,0,0
1045821,0,0,0
1045880,0,0,0
1053672,0,0,0
1063584,0,0,1
1069365,0,0,1
1019833,0,0,0
1019848,0,0,0
1019870,0,0,0
1019887,0,0,0
1040639,0,0,0
1040749,0,0,0
1040795,0,0,0
1040898,0,0,0
1040915,0,0,0
1064602,0,0,1
1075546,0,0,1
1007459,0,0,0
1007493,0,0,0
1007702,0,0,0
1086643,0,0,0
1086655,0,0,0
1086704,0,0,0
1086831,0,0,0
1086896,0,0,0
1086902,0,0,0
1086981,0,0,0
1090687,0,1,0
1000454,0,0,1
1002925,0,0,0
1002942,0,0,0
1003010,0,0,0
1009714,0,1,1
1020129,0,1,0
1020139,0,1,0
1020162,0,1,0
1005079,0,0,0
1005177,0,0,0
1005181,0,0,0
1005225,0,0,0
1008679,0,0,0
1020756,0,0,1
1020777,0,0,1
1020779,0,0,1
1020799,0,0,1
1042749,0,1,1
1047759,0,0,0
1061544,0,0,1
1061569,0,0,1
1061609,0,0,1
1061621,0,0,1
1083381,0,1,1
1095468,0,0,1
1095475,0,0,1
1017298,0,1,0
1019613,0,0,0
1019615,0,1,0
1027486,0,1,1
1030225,0,0,1
1042179,0,0,0
1051439,0,1,1
1016464,0,0,0
1016507,0,0,0
1016516,0,0,0
1016525,0,0,0
1027796,0,0,1
1062112,0,1,0
1072956,0,0,1
1072958,0,0,1
1071986,0,0,0
1080359,0,0,1
1080366,0,0,1
1080367,0,0,1
1080373,0,0,1
1080400,0,0,1
1080448,0,0,1
1080452,0,0,1
1080457,0,0,1
1095388,0,1,1
1003756,0,0,0
1029143,0,0,1
1029180,0,0,1
1029197,0,0,1
1029218,0,1,0
1031663,0,0,0
1031733,0,0,0
1051978,0,1,1
1055107,0,0,1
1063280,0,0,1
1022528,0,1,1
1022543,0,1,1
1022570,0,1,1
1023166,0,0,1
1023210,0,0,1
1023211,0,0,1
1023229,0,0,1
1023238,0,0,1
1042029,0,0,0
1045970,0,0,1
1045974,0,0,1
1023396,0,0,0
1023456,0,0,0
1034765,0,0,1
1041306,0,0,0
1054099,0,0,1
1054132,0,0,1
1054133,0,0,1
1054149,0,0,1
1018631,0,1,0
1018640,0,0,0
1018669,0,0,0
1018681,0,0,0
1018685,0,0,0
1018701,0,0,0
1018770,0,0,0
1028809,0,0,1
1028873,0,0,1
1057610,0,0,1
1057615,0,0,1
1006925,0,0,0
1006959,0,0,0
1031067,0,0,0
1031076,0,0,0
1044736,0,0,1
1044743,0,0,1
1044814,0,0,1
1045986,0,1,0
1061417,0,1,1
1082389,0,0,1
1021177,0,0,0
1021180,0,0,0
1021202,0,0,0
1021248,0,0,0
1021309,0,0,0
1021314,0,0,0
1021320,0,0,0
1021325,0,0,0
1021328,0,0,0
1030888,0,1,1
1030915,0,0,1
1030989,0,0,1
1030995,0,0,1
1031005,0,0,1
1043434,0,1,1
1074634,0,0,1
1074679,0,0,1
1080490,0,0,0
1080515,0,0,0
1080549,0,0,0
1086392,0,0,1
1086466,0,0,1
1086481,0,0,1
1086541,0,0,1
1086574,0,0,1
1095334,0,1,0
1102131,0,0,1
1000501,0,0,1
1000503,0,0,1
1000515,0,0,1
1000519,0,0,1
1000530,0,0,1
1000538,0,0,1
1000567,0,0,1
1000571,0,0,1
1000611,0,0,0
1000662,0,0,0
1010015,0,0,1
1015216,0,1,1
1015227,0,1,1
1058355,0,0,0
1058358,0,0,0
1065778,0,0,1
1065880,0,0,1
1069229,0,1,1
1078981,0,1,1
1054495,0,0,0
1054513,0,0,0
1054533,0,0,0
1054651,0,0,0
1058082,0,1,1
1063621,0,0,1
1063651,0,0,1
1063698,0,0,1
1063707,0,0,1
1063742,0,0,1
1063755,0,0,1
1082793,0,1,0
1085842,0,1,1
1089285,0,1,1
1005649,0,0,0
1005745,0,0,0
1023514,0,0,1
1023565,0,0,1
1044302,0,0,1
1056954,0,0,1
1001284,0,0,0
1001329,0,0,0
1004314,0,0,1
1004341,0,0,1
1004384,0,0,1
1004389,0,0,1
1004449,0,0,1
1023955,0,0,1
1023967,0,0,1
1000431,0,0,0
1000432,0,0,0
1004973,0,0,1
1004980,0,1,1
1041099,0,0,1
1041113,0,0,1
1041127,0,0,1
1041130,0,0,1
1041179,0,0,1
1041191,0,0,1
1041207,0,0,1
1044026,0,0,0
1073842,0,0,1
1079418,0,0,1
1003842,0,0,0
1003856,0,0,0
1003869,0,0,0
1003873,0,0,0
1017756,0,0,1
1017798,0,0,1
1017819,0,0,1
1017825,0,0,1
1039746,0,0,1
1039770,0,0,1
1004580,0,0,0
1004728,0,0,0
1025663,0,0,1
1049609,0,0,1
1075597,0,1,1
1010927,0,0,0
1011034,0,0,0
1011887,0,1,0
1022928,0,0,1
1022930,0,0,1
1064925,0,0,0
1064927,0,1,0
1077155,0,0,1
1001845,0,0,0
1001942,0,0,0
1013111,0,0,1
1027165,0,0,0
1043657,0,0,0
1043734,0,0,0
1052379,0,0,1
1052394,0,0,1
1052442,0,0,1
1052522,0,0,1
1052525,0,0,1
1084021,0,0,1
1037576,0,0,0
1043005,0,0,1
1043050,0,0,1
1043058,0,0,1
1081555,0,1,1
1006821,0,0,0
1007840,0,0,1
1007878,0,0,1
1017715,0,0,1
1008973,0,0,0
1016887,0,0,1
1016911,0,0,1
1016938,0,0,1
1016965,0,0,1
1016967,0,0,1
1052952,0,0,1
1024529,0,0,0
1024668,0,0,0
1049997,0,0,1
1076135,0,0,1
1011999,0,0,0
1012067,0,0,0
1026511,0,0,1
1026546,0,0,1
1026555,0,1,1
1026560,0,0,1
1026568,0,0,1
1026571,0,0,1
1048412,0,1,1
1048508,0,0,1
1048590,0,0,1
1048607,0,0,1
1048634,0,0,1
1074279,0,1,1
1074319,0,0,1
1074323,0,0,1
1074325,0,0,1
1074338,0,0,1
1057407,0,0,0
1057408,0,0,0
1057410,0,0,0
1057428,0,0,0
1057448,0,0,0
1057531,0,0,0
1057547,0,0,0
1057560,0,1,0
1073737,0,0,1
1073776,0,0,1
1073830,0,0,1
1079069,0,0,1
1006734,0,0,0
1019011,0,0,0
1019069,0,0,0
1019196,0,0,0
1019202,0,0,0
1084228,0,0,1
1059167,0,0,0
1059179,0,0,0
1059208,0,0,0
1059276,0,0,0
1059284,0,0,0
1077909,0,0,1
1077945,0,0,1
1022884,0,1,0
1056440,0,0,0
1056461,0,0,0
1056508,0,0,0
1056545,0,0,0
1056588,0,0,0
1056646,0,0,0
1066485,0,0,1
1066563,0,0,1
1097573,0,0,1
1094849,0,0,0
1074838,0,0,0
1111632,0,0,1
1098919,0,1,0
1105953,0,0,0
1096106,0,0,0
1114819,0,0,0
1114949,0,0,0
1116408,0,0,0
1119998,0,0,1
1113504,0,0,0
1106971,0,0,0
1112933,0,0,1
1108616,0,0,1
1108467,0,0,0
1110834,0,0,1
1110894,0,1,1
1093415,0,0,0
1093646,0,0,0
1101257,0,0,0
1108155,0,0,1
1105311,0,0,0
1092525,0,0,0
1089905,0,0,0
1090013,0,0,0
1090031,0,0,0
1107966,0,0,0
1109448,0,0,1
1101071,0,0,0
1106368,0,0,1
1111693,0,0,0
1111737,0,0,0
1084660,0,0,0
1084737,0,0,0
1099895,0,0,0
1091310,0,0,1
1091322,0,0,1
1091894,0,0,0
1094320,0,0,1
1059616,0,0,0
1059643,0,0,0
1020362,0,0,0
1053198,0,0,0
1053210,0,0,0
1082708,0,0,0
1059841,0,0,0
1076524,0,0,1
1091387,0,0,1
1051689,0,0,0
1051852,0,0,0
1067970,0,1,1
1022641,0,0,0
1048863,0,0,0
1069157,0,0,1
1042289,0,1,1
1005829,0,0,0
1005853,0,0,0
1050335,0,1,1
1010684,0,1,1
1059071,0,1,1
1027025,0,1,1
1070380,0,1,1
1023726,0,1,1
1007422,0,0,1
1018021,0,1,0
1039998,0,1,0
1048216,0,1,1
1070901,0,1,1
1024774,0,0,0
1037773,0,1,0
1032700,0,0,0
1050960,0,0,1
1051323,0,1,0
1051361,0,1,0
1065320,0,1,1
1015394,0,0,0
1015472,0,0,0
1015512,0,0,0
1058133,0,0,1
1080774,0,0,0
1012257,0,0,0
1031923,0,0,1
1061128,0,1,1
1025963,0,0,0
1036158,0,0,0
1076659,0,0,0
1014437,0,0,0
1025062,0,0,0
1031588,0,1,0
1036900,0,0,1
1035608,0,0,1
1035615,0,0,1
1049459,0,0,0
1065439,0,0,0
1064170,0,0,1
1030181,0,0,0
1002408,0,0,1
1010822,0,0,1
1015539,0,0,0
1018113,0,0,1
1050458,0,0,1
1041380,0,0,0
1070718,0,0,1
1070848,0,0,1
1089226,0,0,1
1056100,0,0,1
1065559,0,1,1
1018528,0,0,0
1030511,0,0,1
1030603,0,0,1
1002047,0,0,0
1099477,0,0,0
1099546,0,0,0
1099588,0,0,0
1112195,0,0,1
1084999,0,0,1
1089666,0,0,1
1043251,0,0,1
1072420,0,1,1
1010264,0,0,0
1014832,0,0,1
1007182,0,1,1
1020088,0,0,0
1034347,0,0,1
1079014,0,1,1
1079367,0,0,0
1017902,0,0,1
1018000,0,0,1
1001452,0,0,0
1001687,0,0,1
1001732,0,0,1
1006766,0,0,1
1006788,0,0,1
1004472,0,0,0
1022121,0,0,0
1005511,0,0,0
1003512,0,0,0
1001090,0,0,0
1045862,0,0,0
1075264,0,1,0
1019825,0,0,0
1040707,0,0,0
1040854,0,0,0
1005955,0,1,0
1007535,0,0,0
1008650,0,0,0
1008672,0,0,0
1020771,0,0,1
1037109,0,0,1
1019589,0,0,0
1056827,0,0,1
1016422,0,0,0
1016433,0,0,0
1043445,0,1,1
1001667,0,1,1
1002286,0,0,1
1029188,0,0,1
1063265,0,1,1
1006987,0,0,0
1006991,0,0,0
1017202,0,0,1
1030619,0,1,0
1030920,0,0,1
1067269,0,0,0
1067272,0,0,0
1074635,0,0,1
1080645,0,0,0
1086459,0,0,1
1086464,0,0,1
1086474,0,0,1
1086579,0,1,1
1102143,0,0,1
1000517,0,0,1
1000679,0,0,0
1065864,0,0,1
1078958,0,0,1
1078989,0,0,1
1054595,0,0,0
1058081,0,1,1
1005660,0,0,0
1023579,0,0,1
1044293,0,1,1
1001288,0,0,0
1004447,0,1,1
1023944,0,0,1
1000383,0,0,0
1021160,0,0,1
1003948,0,0,0
1003976,0,0,0
1017751,0,0,1
1017821,0,0,1
1017846,0,0,1
1022939,0,0,1
1013173,0,0,1
1013182,0,0,1
1043664,0,0,0
1043815,0,0,0
1037479,0,0,0
1001597,0,0,0
1007852,0,0,1
1007904,0,0,1
1017720,0,0,1
1024436,0,0,0
1024550,0,0,0
1026487,0,0,1
1062883,0,0,1
1048597,0,0,1
1048622,0,0,1
1048623,0,0,1
1074330,0,0,1
1067179,0,0,0
1019160,0,0,0
1077863,0,0,1
1107280,0,0,1
1097584,0,1,1
1055533,0,1,1
1004009,0,0,1
1090784,0,0,0
1065092,0,1,1
1056069,0,1,1
1061004,0,0,1
1096539,0,0,1
1097763,0,1,1
1005997,0,0,0
1087286,0,0,0
1087369,0,0,0
1093935,0,0,0
1094022,0,0,0
1097465,0,0,1
1074837,0,0,0
1084370,0,0,1
1100639,0,0,1
1104355,0,0,0
1075780,0,0,0
1075962,0,0,0
1075999,0,0,0
1076089,0,0,0
1080994,0,0,0
1081080,0,0,0
1096236,0,0,0
1102009,0,0,1
1112126,0,1,1
1114739,0,0,0
1115027,0,0,0
1118619,0,1,0
1114256,0,1,1
1114556,0,0,0
1114611,0,0,0
1114640,0,0,0
1115151,0,0,1
1116418,0,0,0
1118170,0,0,1
1119522,0,1,0
1119715,0,1,1
1113427,0,0,0
1113477,0,0,0
1096744,0,0,0
1096749,0,0,0
1096810,0,0,0
